Event_id,Timestamp,Db_instance,Db_user,Query_type,Table_name,Rows_returned,Rows_modified,Execution_time_ms,Cpu_db_usage_percent,Memory_db_usage_percent,Lock_wait_time_ms,Deadlock_flag,Full_table_scan_flag,Index_usage_flag,Active_sessions,Connection_pool_usage_percent,Transaction_log_growth_mb,Backup_running_flag
DB01526,5/12/2025 3:44,DB-CORE,admin,UPDATE,audit_logs,74,30,88.6,37.89,40.85,175,0,0,1,21,61.98,50,0
DB01527,7/7/2025 6:10,DB01,app_user,DELETE,accounts,24,0,107.11,34.99,54.6,206,0,0,1,23,59.59,0,1
DB01528,3/30/2025 13:26,DB02,etl_user,SELECT,cards,83,13,97.12,57.51,56.89,271,0,0,1,25,63.07,7,0
DB01529,4/23/2025 9:18,DB-CORE,app_user,DELETE,transactions,118,36,120.62,44.03,57.03,154,0,0,1,24,64.38,59,0
DB01530,5/17/2025 4:03,DB-PAY,admin,SELECT,cards,68,27,113.47,42.67,49.77,192,0,0,1,33,93.3,50,1
DB01531,3/5/2025 11:41,DB01,report_user,DELETE,transactions,73,17,82.37,43.42,49.29,277,0,0,1,24,50.31,13,0
DB01532,6/11/2025 22:00,DB-CORE,app_user,SELECT,fraud_alerts,67,18,360.4,47.16,56.55,100,0,1,0,19,42.61,18,0
DB01533,3/18/2025 11:10,DB02,admin,UPDATE,cards,115,49,158.18,52.82,53.78,252,0,0,1,32,91.1,79,0
DB01534,5/12/2025 21:59,DB01,app_user,DELETE,transactions,72,8,125.34,42.43,49.27,182,0,0,1,29,60.97,11,0
DB01535,4/12/2025 3:14,DB02,app_user,SELECT,cards,85,12,235.08,51.33,48.71,943,1,0,1,30,73.02,17,0
DB01536,4/28/2025 17:58,DB01,admin,SELECT,transactions,385,12,323.85,46.94,58.24,143,0,1,0,28,69.72,20,1
DB01537,5/5/2025 5:41,DB01,report_user,UPDATE,cards,160,71,87.42,39.64,48.58,118,0,0,1,23,46.65,128,0
DB01538,3/7/2025 16:37,DB02,report_user,UPDATE,payment_history,132,24,93.07,52.28,54.77,129,0,0,1,24,67.55,26,1
DB01539,5/7/2025 12:34,DB02,report_user,SELECT,loans,150,70,107.65,51.43,54.05,121,0,0,1,22,59.8,46,0
DB01540,3/11/2025 13:59,DB-CORE,etl_user,INSERT,fraud_alerts,203,61,115.5,41.09,53.21,133,0,0,1,26,77.86,66,1
DB01541,6/10/2025 16:57,DB01,etl_user,UPDATE,accounts,77,33,80.06,39.07,48.59,160,0,0,1,23,47.79,34,1
DB01542,6/4/2025 14:43,DB-PAY,etl_user,SELECT,customers,38,14,115.94,37.88,47.34,800,0,0,1,36,82.4,22,0
DB01543,4/13/2025 1:55,DB01,app_user,INSERT,payment_history,65,0,137.91,44.78,49.4,238,0,0,1,26,54.63,0,0
DB01544,6/11/2025 16:26,DB02,admin,INSERT,transactions,134,10,305.81,50.49,55.76,86,0,1,0,17,41.78,8,0
DB01545,6/5/2025 16:55,DB-PAY,report_user,DELETE,loans,90,9,467,60.02,49.87,135,0,1,0,19,46.08,11,1
DB01546,5/6/2025 10:58,DB-PAY,app_user,INSERT,transactions,1,0,112.73,45.79,38.91,179,0,0,1,21,53.53,0,0
DB01547,7/8/2025 4:21,DB01,admin,INSERT,payment_history,85,8,107.34,43.57,40.21,489,0,0,1,26,55.18,6,0
DB01548,2/25/2025 15:23,DB-CORE,report_user,UPDATE,cards,360,14,538.86,70.27,86.38,231,0,0,1,34,83.98,22,0
DB01549,5/21/2025 11:40,DB01,admin,UPDATE,audit_logs,78,15,104.01,41.51,55.61,174,0,0,1,29,81.82,23,0
DB01550,6/21/2025 11:19,DB-PAY,report_user,INSERT,customers,97,32,121.98,41.82,43.5,150,0,0,1,27,61.79,19,0
DB01551,4/1/2025 11:09,DB-PAY,etl_user,INSERT,customers,109,48,89.29,46.92,42.6,152,0,0,1,23,46.45,25,0
DB01552,6/1/2025 7:56,DB02,admin,INSERT,fraud_alerts,121,16,507.68,59.32,57.73,137,0,1,0,20,55.9,9,0
DB01553,5/3/2025 22:36,DB02,admin,DELETE,cards,99,5,97.75,48.22,52.04,628,0,0,1,37,56.63,6,0
DB01554,4/10/2025 8:27,DB02,app_user,DELETE,transactions,47,17,632.29,53.69,63.98,286,0,1,0,25,62.18,15,0
DB01555,6/26/2025 11:44,DB-PAY,etl_user,INSERT,accounts,106,14,131.89,45.45,52.53,539,0,0,1,45,99.3,12,0
DB01556,5/9/2025 7:46,DB-PAY,app_user,UPDATE,customers,146,62,573.26,45.13,53.16,169,0,1,0,25,60.2,114,0
DB01557,7/10/2025 22:25,DB-CORE,report_user,INSERT,audit_logs,64,13,88.15,48,39.42,152,0,0,1,23,50.29,22,0
DB01558,4/18/2025 20:22,DB01,report_user,INSERT,accounts,74,26,134.25,44.18,47.61,170,0,0,1,33,77.5,33,1
DB01559,2/10/2025 14:15,DB-PAY,admin,UPDATE,fraud_alerts,164,39,176.93,48.27,46.16,959,1,0,1,28,74.24,43,0
DB01560,3/16/2025 2:32,DB02,report_user,INSERT,transactions,4,1,91.42,43.4,43.39,226,0,0,1,24,63.05,1,1
DB01561,3/13/2025 16:23,DB-CORE,app_user,DELETE,cards,101,29,119.55,46.02,51.78,185,0,0,1,22,59.4,46,0
DB01562,4/25/2025 22:21,DB-PAY,etl_user,SELECT,cards,98,5,214.72,44.77,53.5,1066,1,0,1,28,72.65,3,0
DB01563,6/19/2025 2:59,DB01,admin,SELECT,loans,88,14,109.54,38.71,45.36,221,0,0,1,27,75.77,7,0
DB01564,2/2/2025 5:43,DB-CORE,report_user,SELECT,transactions,1,0,109.15,40.04,37.67,127,0,0,1,23,66.59,0,0
DB01565,2/1/2025 12:43,DB01,etl_user,DELETE,accounts,185,12,127.47,44.28,40.93,272,0,0,1,26,77.94,11,0
DB01566,5/15/2025 9:23,DB02,admin,INSERT,accounts,159,37,92.96,44.31,48.63,120,0,0,1,22,57.33,27,1
DB01567,6/3/2025 23:32,DB01,report_user,DELETE,fraud_alerts,116,34,85.45,43.48,50.8,140,0,0,1,20,47.22,18,0
DB01568,6/12/2025 17:06,DB02,admin,UPDATE,accounts,98,38,128.17,38.33,47.65,286,0,0,1,30,67.73,55,0
DB01569,6/8/2025 13:39,DB-CORE,report_user,SELECT,customers,42,10,85.74,49.04,46.98,206,0,0,1,28,64.8,14,0
DB01570,7/12/2025 8:50,DB02,admin,SELECT,audit_logs,85,41,153.53,45.93,43.77,278,0,0,1,32,86.23,50,0
DB01571,2/17/2025 15:39,DB02,app_user,DELETE,fraud_alerts,101,13,90.43,41.66,43.5,156,0,0,1,20,58.78,10,0
DB01572,3/12/2025 5:46,DB01,admin,INSERT,transactions,55,6,109.63,47.7,38.92,140,0,0,1,27,80.1,9,1
DB01573,7/3/2025 10:27,DB01,report_user,SELECT,fraud_alerts,22,9,98.97,47.78,44.47,133,0,0,1,26,76.43,7,0
DB01574,4/10/2025 1:52,DB01,report_user,DELETE,payment_history,118,0,297.61,51.17,62.41,113,0,1,0,21,47.99,0,0
DB01575,2/2/2025 1:37,DB-PAY,app_user,UPDATE,accounts,81,16,143.76,44.62,48.31,136,0,0,1,26,70.67,14,0
DB01576,5/13/2025 9:30,DB-CORE,report_user,INSERT,transactions,162,58,117.19,40.9,47.79,147,0,0,1,22,51.5,86,0
DB01577,6/25/2025 13:56,DB01,app_user,SELECT,payment_history,63,6,137.46,50.93,53.03,169,0,0,1,25,54.68,5,0
DB01578,6/10/2025 20:22,DB-CORE,report_user,DELETE,loans,750,13,417.21,45.59,50.69,123,0,1,0,24,56.89,12,0
DB01579,3/3/2025 12:44,DB02,admin,SELECT,customers,131,62,135.96,41.8,45.55,156,0,0,1,25,53.81,61,1
DB01580,4/5/2025 3:01,DB-CORE,etl_user,UPDATE,cards,89,35,82.92,49.57,52.06,125,0,0,1,19,43.48,46,0
DB01581,6/25/2025 8:37,DB-CORE,report_user,DELETE,accounts,87,6,119,43.99,51.54,148,0,0,1,24,69.42,6,0
DB01582,2/3/2025 12:42,DB-CORE,etl_user,DELETE,cards,90,29,87.05,49.04,51.79,181,0,0,1,27,54.8,48,0
DB01583,4/20/2025 9:42,DB02,app_user,DELETE,loans,129,46,619.73,54.78,54.52,212,0,1,0,26,73.97,91,0
DB01584,3/21/2025 10:23,DB01,admin,DELETE,accounts,65,7,104.51,52.41,48.14,134,0,0,1,22,46.34,5,0
DB01585,3/2/2025 8:55,DB02,etl_user,UPDATE,loans,77,38,85.42,49.96,46.48,178,0,0,1,26,58.67,58,0
DB01586,6/5/2025 5:05,DB-CORE,report_user,DELETE,audit_logs,65,10,114.87,44.26,42.46,180,0,0,1,22,62.79,16,1
DB01587,2/6/2025 0:20,DB01,etl_user,UPDATE,payment_history,76,17,80.88,46.76,50.02,113,0,0,1,18,47.11,25,0
DB01588,4/24/2025 18:43,DB-PAY,report_user,UPDATE,loans,85,22,90.78,46.67,45.51,98,0,0,1,18,47.62,24,0
DB01589,6/24/2025 11:02,DB-PAY,etl_user,SELECT,audit_logs,140,1,332.42,72.04,69.83,352,0,0,1,29,66.2,1,0
DB01590,6/4/2025 22:24,DB-PAY,etl_user,SELECT,customers,91,41,95.84,46.49,48.67,293,0,0,1,27,70.81,36,0
DB01591,4/23/2025 14:46,DB01,app_user,SELECT,audit_logs,122,16,103.7,36.07,51.33,182,0,0,1,21,47.92,31,0
DB01592,7/3/2025 0:31,DB02,admin,INSERT,cards,77,5,141.2,56.53,53.27,272,0,0,1,38,69.6,4,0
DB01593,6/24/2025 15:02,DB-PAY,etl_user,SELECT,payment_history,88,35,96.66,42.01,43.68,124,0,0,1,21,43.49,55,1
DB01594,3/24/2025 17:13,DB02,report_user,INSERT,accounts,94,19,223.4,59.86,52.55,122,0,1,0,19,48.85,19,1
DB01595,2/21/2025 17:32,DB-CORE,report_user,DELETE,transactions,28,5,152.33,47.26,50.54,986,1,0,1,25,70.64,3,0
DB01596,2/20/2025 22:58,DB01,report_user,INSERT,accounts,78,16,74.06,35.44,45.25,116,0,0,1,17,40.11,29,0
DB01597,6/6/2025 7:34,DB01,report_user,UPDATE,loans,64,26,113.48,55.88,47.11,213,0,0,1,36,72.65,31,1
DB01598,6/21/2025 5:11,DB-CORE,etl_user,INSERT,payment_history,172,63,103.12,39.65,48.82,122,0,0,1,22,49.28,109,0
DB01599,5/1/2025 18:28,DB02,report_user,UPDATE,accounts,105,13,78.38,37.95,40.62,171,0,0,1,26,73.98,9,0
DB01600,3/5/2025 22:07,DB-CORE,report_user,INSERT,cards,120,44,85.92,46.95,53.48,203,0,0,1,25,66.07,40,0
DB01601,4/27/2025 1:20,DB-PAY,report_user,UPDATE,fraud_alerts,46,17,96.23,40.1,45.28,113,0,0,1,22,47.82,33,1
DB01602,6/30/2025 14:56,DB-PAY,app_user,INSERT,customers,196,58,84.99,51.75,40.03,613,0,0,1,38,59.84,81,0
DB01603,3/7/2025 0:29,DB-PAY,report_user,UPDATE,transactions,75,12,100.63,47.02,49.92,179,0,0,1,23,51.68,12,1
DB01604,2/27/2025 4:39,DB02,app_user,SELECT,audit_logs,124,41,112.9,53.9,41.75,240,0,0,1,29,61.43,61,0
DB01605,7/14/2025 11:48,DB02,admin,UPDATE,audit_logs,116,35,636.26,64.98,61.09,223,0,1,0,26,52.05,25,0
DB01606,2/20/2025 18:17,DB-CORE,etl_user,INSERT,loans,50,2,97.16,37.71,54.66,160,0,0,1,32,93.16,3,1
DB01607,2/9/2025 9:24,DB02,admin,SELECT,accounts,142,30,121.66,35.41,49.3,223,0,0,1,28,70.03,47,0
DB01608,6/1/2025 10:14,DB-PAY,report_user,INSERT,audit_logs,90,2,108.26,46.12,50.42,119,0,0,1,22,63.36,1,0
DB01609,6/17/2025 20:05,DB-PAY,etl_user,INSERT,transactions,104,5,94.99,41.2,57.14,258,0,0,1,26,67.81,9,0
DB01610,7/2/2025 11:00,DB02,report_user,DELETE,audit_logs,1,0,79.31,34.01,55.17,107,0,0,1,21,50.45,0,1
DB01611,6/12/2025 0:24,DB-PAY,report_user,INSERT,accounts,28,0,453.01,61.6,62.59,213,0,1,0,27,58.41,0,1
DB01612,4/20/2025 15:14,DB01,app_user,UPDATE,customers,56,20,117.63,49.54,47.47,195,0,0,1,25,65.46,27,1
DB01613,4/30/2025 15:11,DB-CORE,admin,UPDATE,fraud_alerts,120,2,357.49,62.47,69.7,150,0,0,1,21,46.18,2,1
DB01614,6/28/2025 12:32,DB02,report_user,DELETE,audit_logs,123,33,90.23,47.93,47.03,131,0,0,1,25,63.44,41,1
DB01615,5/13/2025 23:50,DB-PAY,app_user,UPDATE,payment_history,157,65,131.95,40.18,48.89,524,0,0,1,35,81.26,37,1
DB01616,3/7/2025 13:20,DB-CORE,app_user,DELETE,loans,179,46,94.1,55.76,45.23,119,0,0,1,20,48.33,25,1
DB01617,6/15/2025 15:24,DB01,admin,DELETE,cards,175,81,103.69,43.16,50.68,228,0,0,1,23,55.79,67,0
DB01618,5/16/2025 17:52,DB-CORE,etl_user,UPDATE,audit_logs,88,29,124.32,41.25,56.6,152,0,0,1,28,82.63,31,0
DB01619,2/22/2025 17:30,DB01,report_user,SELECT,cards,112,10,85.14,41.53,48.37,188,0,0,1,28,82.07,12,0
DB01620,5/1/2025 22:23,DB-CORE,report_user,INSERT,fraud_alerts,43,19,105.47,50.52,48.13,117,0,0,1,22,64.47,14,0
DB01621,7/6/2025 1:14,DB02,admin,DELETE,fraud_alerts,107,38,122.45,54.24,50.99,162,0,0,1,27,54.41,35,0
DB01622,2/27/2025 19:48,DB-PAY,etl_user,DELETE,payment_history,185,30,278.56,52.53,58.68,566,1,0,1,33,73.87,55,1
DB01623,5/7/2025 9:06,DB-PAY,admin,INSERT,accounts,156,63,89.42,46.39,52.03,321,0,0,1,33,96.9,119,1
DB01624,7/14/2025 5:47,DB01,report_user,DELETE,audit_logs,190,52,95.52,34.23,35.43,102,0,0,1,16,42.94,75,0
DB01625,2/11/2025 14:44,DB-PAY,app_user,INSERT,loans,41,5,98.07,44.43,42,208,0,0,1,25,51.6,9,1
DB01626,6/26/2025 9:50,DB-PAY,etl_user,DELETE,payment_history,125,51,89.54,39.84,42.83,142,0,0,1,23,66.86,59,0
DB01627,3/8/2025 22:02,DB-CORE,admin,INSERT,fraud_alerts,102,50,124.98,47.89,46.4,151,0,0,1,21,47.84,97,1
DB01628,4/18/2025 1:28,DB-CORE,etl_user,SELECT,cards,154,4,99,44.85,51.96,121,0,0,1,18,43.67,4,0
DB01629,5/30/2025 17:13,DB-PAY,report_user,DELETE,fraud_alerts,107,8,76.99,41.55,52.78,436,0,0,1,23,44.73,15,1
DB01630,6/22/2025 11:50,DB-CORE,report_user,INSERT,cards,32,15,241.54,52.56,56.52,157,0,1,0,22,45.37,14,0
DB01631,5/15/2025 23:08,DB-PAY,etl_user,SELECT,audit_logs,390,26,345.4,40.99,41.79,161,0,1,0,25,68.1,51,0
DB01632,5/16/2025 15:16,DB-CORE,report_user,SELECT,payment_history,193,14,111.39,51.29,48.02,145,0,0,1,21,53.51,11,0
DB01633,4/15/2025 18:03,DB02,etl_user,UPDATE,fraud_alerts,90,8,138.6,47.28,50.04,274,0,0,1,27,66.37,5,0
DB01634,2/10/2025 8:37,DB02,app_user,SELECT,loans,180,33,112.82,49.29,60.85,138,0,0,1,23,55.11,17,0
DB01635,4/5/2025 0:30,DB-PAY,app_user,INSERT,audit_logs,94,11,115.77,53.42,46.11,214,0,0,1,27,75.36,12,0
DB01636,3/22/2025 13:05,DB-PAY,admin,INSERT,customers,86,34,99.49,44.83,51.81,133,0,0,1,26,53.96,54,0
DB01637,4/19/2025 23:24,DB-PAY,etl_user,INSERT,accounts,112,23,101.01,45.29,44.9,121,0,0,1,22,58.76,13,0
DB01638,5/18/2025 1:49,DB-PAY,report_user,DELETE,fraud_alerts,227,41,446.38,58.59,49.54,260,0,1,0,26,54.59,68,0
DB01639,3/26/2025 15:12,DB02,app_user,DELETE,payment_history,119,13,133.57,52.73,50.41,201,0,0,1,25,55.99,12,0
DB01640,5/7/2025 11:06,DB-PAY,app_user,DELETE,payment_history,93,15,120.44,34.45,44.01,176,0,0,1,22,65.86,27,0
DB01641,6/22/2025 3:49,DB02,report_user,SELECT,fraud_alerts,68,4,390.74,64.04,51.54,186,0,1,0,32,73.71,7,0
DB01642,6/11/2025 19:28,DB01,app_user,SELECT,accounts,116,9,77.88,42.88,64.72,304,0,0,1,29,61.68,6,0
DB01643,5/22/2025 11:48,DB02,report_user,DELETE,fraud_alerts,125,1,87.72,53.44,41.95,180,0,0,1,28,69.81,1,1
DB01644,3/7/2025 18:59,DB-CORE,report_user,SELECT,loans,101,29,103.36,48.76,49.93,147,0,0,1,27,57.91,34,1
DB01645,7/9/2025 3:31,DB01,report_user,INSERT,customers,94,7,113.98,51.4,49.59,329,0,0,1,24,71.48,4,0
DB01646,5/20/2025 5:40,DB-CORE,etl_user,SELECT,fraud_alerts,101,20,78.27,44.57,59.54,116,0,0,1,23,48.33,38,0
DB01647,4/10/2025 13:27,DB-PAY,app_user,UPDATE,fraud_alerts,129,12,106.86,42.17,46.24,150,0,0,1,25,51.53,23,0
DB01648,4/2/2025 11:11,DB-CORE,app_user,INSERT,audit_logs,214,8,142.32,53.13,55.18,195,0,0,1,26,59.17,11,1
DB01649,4/1/2025 8:46,DB02,admin,SELECT,customers,37,4,86.63,42.09,60.82,182,0,0,1,28,73.36,4,0
DB01650,3/2/2025 10:18,DB-CORE,app_user,INSERT,customers,69,15,110.17,44.35,49.32,127,0,0,1,24,64.5,22,0
DB01651,5/4/2025 17:29,DB02,admin,UPDATE,customers,101,40,99.3,42.14,42.35,128,0,0,1,23,50.92,23,1
DB01652,4/1/2025 6:37,DB-CORE,etl_user,INSERT,customers,129,1,116.4,45.51,53.54,163,0,0,1,28,83.01,1,1
DB01653,4/17/2025 14:22,DB02,etl_user,INSERT,loans,126,32,107.33,39.68,41.56,153,0,0,1,25,50.15,54,1
DB01654,2/18/2025 20:40,DB-PAY,admin,UPDATE,loans,185,11,128.75,54.86,50.47,166,0,0,1,30,72.91,8,0
DB01655,6/9/2025 14:55,DB01,etl_user,INSERT,loans,16,6,110.65,53.48,52.9,239,0,0,1,36,79.88,5,1
DB01656,2/13/2025 23:03,DB02,etl_user,UPDATE,accounts,109,54,90.86,37.65,47.21,253,0,0,1,27,55.4,85,1
DB01657,6/10/2025 3:23,DB-CORE,app_user,INSERT,accounts,57,9,96.35,42.97,45.77,188,0,0,1,27,68.92,5,0
DB01658,2/21/2025 14:40,DB-CORE,etl_user,DELETE,payment_history,44,13,120.02,42.82,49.98,280,0,0,1,21,45.77,11,1
DB01659,3/8/2025 19:54,DB-PAY,app_user,SELECT,cards,62,8,80.96,38.77,51.01,363,0,0,1,26,58.65,14,1
DB01660,2/3/2025 10:12,DB01,etl_user,SELECT,payment_history,1,0,84.49,43.04,44.45,232,0,0,1,24,52.82,0,0
DB01661,3/11/2025 12:41,DB01,etl_user,SELECT,customers,76,9,128.17,47.99,43.43,231,0,0,1,27,60.15,14,0
DB01662,6/20/2025 23:38,DB02,app_user,SELECT,accounts,75,4,90.4,34.04,46.46,129,0,0,1,20,57.16,7,0
DB01663,5/15/2025 3:02,DB02,admin,DELETE,fraud_alerts,43,17,357.23,51.97,58.75,183,0,1,0,25,74.82,20,1
DB01664,4/3/2025 19:14,DB02,etl_user,DELETE,audit_logs,273,40,172.72,49.25,63.43,233,0,0,1,40,100,52,1
DB01665,5/20/2025 8:05,DB-PAY,etl_user,SELECT,customers,1200,55,456.78,70.65,71.84,129,0,0,1,24,61.77,94,0
DB01666,5/25/2025 4:25,DB-PAY,etl_user,SELECT,payment_history,57,27,135.74,46.33,53.44,202,0,0,1,23,64.87,50,0
DB01667,5/22/2025 11:28,DB02,admin,UPDATE,accounts,131,17,129.67,44.06,51.65,123,0,0,1,19,38.04,16,0
DB01668,2/20/2025 7:02,DB02,admin,UPDATE,customers,100,9,134.18,48.84,47.1,160,0,0,1,31,67.95,11,0
DB01669,3/31/2025 22:51,DB02,etl_user,INSERT,payment_history,65,24,125.88,56.81,46.69,234,0,0,1,27,74.98,33,0
DB01670,6/26/2025 20:11,DB01,admin,SELECT,transactions,198,20,138.71,42.06,45.1,201,0,0,1,24,62.62,13,0
DB01671,5/29/2025 18:57,DB-PAY,admin,DELETE,transactions,181,14,353.92,64.96,60.31,217,0,1,0,23,65.81,17,0
DB01672,5/16/2025 15:48,DB02,app_user,DELETE,audit_logs,83,25,93.86,43.84,40.76,124,0,0,1,20,49.79,28,0
DB01673,6/8/2025 7:35,DB-PAY,admin,SELECT,audit_logs,53,6,174.87,43.82,45.56,148,0,0,1,28,70.05,11,0
DB01674,3/30/2025 1:30,DB-CORE,app_user,DELETE,payment_history,90,28,99.4,44.04,46.65,491,0,0,1,41,64.06,50,1
DB01675,6/26/2025 17:40,DB-PAY,admin,DELETE,audit_logs,138,5,133.11,43.56,54.6,209,0,0,1,25,65.01,2,0
DB01676,2/26/2025 2:37,DB-PAY,etl_user,SELECT,loans,52,13,144.15,40.23,46.38,134,0,0,1,26,63.32,22,0
DB01677,4/9/2025 9:27,DB-PAY,app_user,SELECT,accounts,41,13,74.64,48.9,54.07,190,0,0,1,29,82.45,11,0
DB01678,7/7/2025 16:06,DB-PAY,app_user,SELECT,loans,67,11,102.52,39.94,41.51,161,0,0,1,25,69.97,9,0
DB01679,5/28/2025 21:49,DB02,etl_user,INSERT,payment_history,121,20,116.13,51.33,48.5,226,0,0,1,32,77.35,31,0
DB01680,5/20/2025 22:42,DB02,etl_user,SELECT,cards,103,51,88.81,36.43,49.08,97,0,0,1,17,48.62,74,0
DB01681,5/4/2025 14:35,DB-CORE,admin,SELECT,customers,50,10,112.31,44.87,47.27,288,0,0,1,28,56.56,9,0
DB01682,5/24/2025 4:12,DB-PAY,admin,DELETE,cards,118,51,139.75,40.01,63.26,144,0,0,1,26,73.2,56,0
DB01683,3/28/2025 16:16,DB01,report_user,DELETE,fraud_alerts,137,20,477.38,51.82,58.86,133,0,1,0,22,58.36,23,0
DB01684,2/14/2025 16:56,DB01,app_user,INSERT,payment_history,3,0,103.18,39.28,48.84,185,0,0,1,23,47.16,0,0
DB01685,4/3/2025 13:53,DB-CORE,admin,INSERT,accounts,33,13,92.53,45.02,54.97,221,0,0,1,23,68.05,15,0
DB01686,2/10/2025 21:19,DB02,admin,DELETE,loans,1,0,157.09,47.16,49.9,182,0,0,1,32,67.06,0,0
DB01687,7/2/2025 19:22,DB-PAY,etl_user,SELECT,audit_logs,85,5,114.2,47.31,37,151,0,0,1,25,71.38,8,1
DB01688,6/27/2025 9:32,DB-PAY,admin,DELETE,fraud_alerts,134,13,172.72,44.73,52.8,215,0,0,1,36,78.27,10,0
DB01689,3/18/2025 11:20,DB02,etl_user,DELETE,transactions,99,43,113.51,43,47.39,200,0,0,1,32,65.04,84,1
DB01690,7/13/2025 0:20,DB02,etl_user,SELECT,cards,164,11,108.47,44.32,35.63,152,0,0,1,23,67.53,6,0
DB01691,5/1/2025 7:20,DB02,app_user,DELETE,cards,146,34,104.18,38.14,47.38,182,0,0,1,24,48.77,37,0
DB01692,6/9/2025 20:21,DB01,report_user,SELECT,accounts,23,3,102.91,39.9,47.11,99,0,0,1,15,42.17,3,0
DB01693,3/13/2025 11:23,DB-CORE,report_user,DELETE,accounts,176,21,89.89,44.32,51.41,176,0,0,1,30,60.27,13,0
DB01694,5/26/2025 22:15,DB01,etl_user,INSERT,accounts,99,43,77.53,50.29,45.6,108,0,0,1,21,52.33,41,0
DB01695,2/5/2025 23:19,DB02,etl_user,DELETE,fraud_alerts,92,34,92.05,47.36,45.89,189,0,0,1,28,70.27,32,0
DB01696,4/5/2025 3:45,DB01,admin,SELECT,audit_logs,87,15,121.9,56.2,51.75,326,0,0,1,49,81.59,20,1
DB01697,4/6/2025 8:36,DB02,app_user,INSERT,customers,760,15,412.19,63.12,69.61,173,0,0,1,26,75.11,27,0
DB01698,4/24/2025 2:37,DB01,admin,INSERT,cards,82,40,126.79,40.65,52.01,130,0,0,1,25,54.04,41,0
DB01699,3/30/2025 6:23,DB-PAY,report_user,DELETE,payment_history,88,3,138.93,40.43,43.22,390,1,0,1,22,56.91,4,0
DB01700,6/10/2025 9:58,DB01,app_user,DELETE,cards,92,25,87.33,41.47,41.94,160,0,0,1,20,58.21,42,1
DB01701,7/13/2025 17:47,DB02,etl_user,UPDATE,payment_history,91,1,109.41,44.01,48.66,115,0,0,1,21,62.99,1,1
DB01702,4/7/2025 4:40,DB02,admin,DELETE,customers,54,20,94.51,35.19,50.72,139,0,0,1,23,50.93,13,0
DB01703,2/16/2025 20:59,DB-PAY,etl_user,INSERT,cards,129,63,96.52,30.51,46.41,102,0,0,1,20,57.24,86,0
DB01704,7/2/2025 23:03,DB-CORE,etl_user,DELETE,audit_logs,99,41,95.06,40.18,39.91,150,0,0,1,26,62.46,78,0
DB01705,4/22/2025 4:30,DB01,etl_user,INSERT,customers,230,96,102.26,40.18,52.57,140,0,0,1,27,74.76,104,0
DB01706,5/9/2025 22:15,DB01,admin,UPDATE,payment_history,102,36,79.16,52.53,61.99,106,0,0,1,21,56.61,60,0
DB01707,7/10/2025 14:01,DB-CORE,etl_user,SELECT,customers,176,22,109.98,41.81,45.22,178,0,0,1,22,58.04,42,0
DB01708,4/27/2025 6:50,DB-CORE,admin,DELETE,accounts,1,0,101.72,44.13,51.41,98,0,0,1,18,46.16,0,0
DB01709,4/5/2025 12:27,DB02,app_user,SELECT,audit_logs,36,10,139.44,48.5,56.45,219,0,0,1,39,81.34,13,0
DB01710,2/2/2025 14:43,DB-CORE,app_user,SELECT,loans,63,10,117.96,43.97,47.26,186,0,0,1,25,52.21,7,0
DB01711,6/12/2025 19:45,DB-PAY,app_user,SELECT,accounts,107,30,152.06,43.7,47.58,145,0,0,1,27,56.48,56,1
DB01712,5/24/2025 4:32,DB01,report_user,UPDATE,payment_history,52,11,97.01,40.32,52.43,139,0,0,1,16,39.41,13,0
DB01713,5/24/2025 18:28,DB02,etl_user,SELECT,loans,135,62,145.88,41.98,51.43,143,0,0,1,24,54.2,49,0
DB01714,4/3/2025 14:08,DB01,admin,UPDATE,fraud_alerts,75,8,76.32,37.2,56.12,385,0,0,1,39,65.49,14,1
DB01715,3/20/2025 11:49,DB-PAY,etl_user,SELECT,customers,140,48,267.43,43.21,45,503,1,0,1,25,59.58,36,0
DB01716,2/3/2025 19:30,DB-PAY,admin,INSERT,cards,58,10,44.79,43.29,49.33,196,0,0,1,22,50.67,8,0
DB01717,2/8/2025 6:19,DB02,etl_user,DELETE,fraud_alerts,98,19,114.32,41.87,46.98,206,0,0,1,28,76.81,13,1
DB01718,4/3/2025 22:58,DB-CORE,app_user,DELETE,fraud_alerts,153,39,135.56,26.04,53.76,373,0,0,1,23,63.9,64,0
DB01719,3/25/2025 10:19,DB02,admin,INSERT,cards,172,9,93.8,38.22,40.53,162,0,0,1,23,51.96,12,0
DB01720,6/25/2025 8:27,DB-PAY,report_user,INSERT,accounts,77,17,65.47,37.58,51.58,114,0,0,1,19,44.65,9,0
DB01721,3/3/2025 7:44,DB02,app_user,DELETE,loans,1330,2,399.55,74.52,80.09,195,0,0,1,32,68.23,3,0
DB01722,3/3/2025 13:45,DB01,report_user,UPDATE,transactions,49,23,89.77,40.93,37.72,111,0,0,1,14,30.75,37,0
DB01723,4/18/2025 11:09,DB01,etl_user,INSERT,accounts,84,3,112.14,42.42,54.76,605,0,0,1,45,77.87,4,1
DB01724,6/23/2025 5:23,DB02,report_user,SELECT,fraud_alerts,76,2,115.42,45.91,59.2,126,0,0,1,25,55.13,2,0
DB01725,4/8/2025 13:10,DB02,report_user,DELETE,customers,148,55,121.99,48.09,47.08,142,0,0,1,24,52.5,50,0
