event_id,timestamp,api_name,endpoint,http_method,user_id,client_type,request_size_bytes,response_size_bytes,response_time_ms,http_status_code,error_type,requests_per_minute_user,requests_per_minute_ip,concurrent_requests,cpu_usage_server_pct,memory_usage_server_pct,db_query_time_ms,rate_limit_triggered,authentication_type,retry_count
API-20250616011546-GQI5BYWPZ2,6/16/2025 1:15,Cards,/limit,GET,USR-36645,system,862,7848,92.1,200,NONE,3,29,21,48.34,42.54,47.66,FALSE,API_KEY,0
API-20250605091830-3BAR85KY4K,6/5/2025 9:18,Auth,/mfa,DELETE,USR-42524,system,2942,6901,89.43,200,NONE,25,46,83,48.32,77.12,34.86,FALSE,API_KEY,0
API-20250216035118-QF36M2XQBF,2/16/2025 3:51,Cards,/block,GET,USR-81987,system,1242,3849,61.46,200,NONE,10,36,44,41.71,56.58,12.42,FALSE,OAuth2,0
API-20250327112035-83XSUS91ZP,3/27/2025 11:20,Loans,/repay,POST,USR-13454,web,1814,13941,71.82,200,NONE,2,23,34,47.99,55.65,33.69,FALSE,API_KEY,0
API-20250531100319-G4RLVB478P,5/31/2025 10:03,Auth,/logout,POST,USR-76566,web,1097,9348,92.89,200,NONE,3,46,99,63.42,56.39,32.99,FALSE,BASIC,0
API-20250526163232-FWUUNVQD4Y,5/26/2025 16:32,Payments,/transfer,DELETE,USR-40241,system,1438,10789,97.61,429,RATE_LIMIT,462,1834,531,93.42,97.93,51.51,TRUE,JWT,4
API-20250522034313-6C0ZTCC37P,5/22/2025 3:43,Loans,/repay,PUT,USR-66232,web,2146,8182,86.68,200,NONE,20,44,51,39.7,50.21,30.66,FALSE,JWT,0
API-20250702185557-56YE6KCAVJ,7/2/2025 18:55,Loans,/repay,POST,USR-30656,web,3059,8976,20.47,200,NONE,23,25,48,62.77,51.82,21.69,FALSE,OAuth2,0
API-20250614214645-9HWBCMNUBR,6/14/2025 21:46,Loans,/repay,PUT,USR-36837,mobile,3675,9527,140.61,200,NONE,30,32,22,39.87,41.78,41.42,FALSE,BASIC,0
API-20250414225420-85FWGX5UDC,4/14/2025 22:54,Auth,/login,POST,USR-40360,web,836,7401,69.41,200,NONE,19,57,69,51.79,53.16,32.52,FALSE,BASIC,0
API-20250704171631-8G2C2OGAE6,7/4/2025 17:16,Cards,/limit,GET,USR-41129,web,3558,7148,106.45,200,NONE,13,37,24,48.09,62.95,35.66,FALSE,API_KEY,0
API-20250209095228-BZWPYXM0HU,2/9/2025 9:52,Cards,/block,DELETE,USR-16156,web,436,4151,4590.98,504,TIMEOUT,3,43,39,52.25,75.79,2459.35,FALSE,JWT,0
API-20250517164350-M0H3EF2LU9,5/17/2025 16:43,Cards,/limit,PUT,USR-56126,web,4394,2971,92.73,200,NONE,6,19,26,48.26,39.89,28.28,FALSE,OAuth2,0
API-20250710182927-MYZI08088Z,7/10/2025 18:29,Auth,/login,DELETE,USR-28110,mobile,4138,1563,63.22,200,NONE,756,44,6,35.37,49.9,33.93,FALSE,MFA,0
API-20250416115805-1WNA3C8J4L,4/16/2025 11:58,Auth,/logout,POST,USR-45000,mobile,4083,7880,96.65,200,NONE,13,34,43,45.37,37.56,46.71,FALSE,MFA,0
API-20250711052854-YBIEYCEHP1,7/11/2025 5:28,Accounts,/details,DELETE,USR-25470,system,2506,8255,72.03,200,NONE,24,51,12,51.55,44.72,25.42,FALSE,OAuth2,0
API-20250412013808-NT1PQ6LOF6,4/12/2025 1:38,Auth,/mfa,GET,USR-92084,system,4869,2309,42.27,200,NONE,319,22,88,85.59,74.96,17.03,FALSE,BASIC,0
API-20250517172541-8MRMCQIG7Y,5/17/2025 17:25,Accounts,/balance,DELETE,USR-75027,web,1417,8010,50.18,200,NONE,13,19,37,49,72.63,23.08,FALSE,BASIC,0
API-20250517224544-9TD7WYTV8R,5/17/2025 22:45,Loans,/status,POST,USR-91671,system,2595,8703,110.72,200,NONE,1,35,25,50.15,48.89,36.64,FALSE,JWT,0
API-20250710004800-YSCCPXKY81,7/10/2025 0:48,Accounts,/balance,GET,USR-23458,mobile,3101,4806,71.2,200,NONE,27,33,92,55.47,62.96,29.13,FALSE,BASIC,0
API-20250523234419-O1BQVVCMLW,5/23/2025 23:44,Accounts,/details,PUT,USR-78675,system,3640,2676,47.82,200,NONE,11,23,33,42.39,43.63,24.94,FALSE,OAuth2,0
API-20250613182613-MTMKHPL4ZJ,6/13/2025 18:26,Auth,/refresh,GET,USR-82853,system,794,4677,94.11,200,NONE,20,48,25,47.18,42.66,47.57,FALSE,BASIC,0
API-20250701203030-W3YA1ELS86,7/1/2025 20:30,Payments,/pay,DELETE,USR-10918,web,1076,1808,73.76,200,NONE,29,60,31,36.58,58.81,27.56,FALSE,API_KEY,0
API-20250702052944-HCKZIKU7Y6,7/2/2025 5:29,Payments,/transfer,DELETE,USR-41114,mobile,3009,12195,2609.59,504,TIMEOUT,19,20,99,50.77,60.79,1552.39,FALSE,JWT,0
API-20250623121136-Z2W4F9LJCG,6/23/2025 12:11,Accounts,/update,DELETE,USR-62913,web,809,12155,99.45,200,NONE,23,26,81,69.13,80,45.57,FALSE,JWT,0
API-20250204152514-E29UEU7GAF,2/4/2025 15:25,Cards,/limit,GET,USR-49946,system,1147,8774,1962.29,200,NONE,26,8,4304,93.11,89.39,639.43,FALSE,BASIC,0
API-20250329000538-990OLYSP4E,3/29/2025 0:05,Payments,/transfer,DELETE,USR-76630,mobile,1064,6025,2183.28,504,TIMEOUT,25,26,52,43.5,69.56,2639.46,FALSE,BASIC,0
API-20250318004325-IRJX1EVPQQ,3/18/2025 0:43,Cards,/activate,PUT,USR-33271,system,1876,7781,92.81,200,NONE,10,16,69,44.39,66.49,34.1,FALSE,BASIC,0
API-20250622214136-FJDCBUCOBF,6/22/2025 21:41,Cards,/block,GET,USR-48303,mobile,2885,3429,68.89,200,NONE,26,59,92,59.49,66.68,38.89,FALSE,API_KEY,0
API-20250506112812-W7OOMEMGP1,5/6/2025 11:28,Payments,/transfer,DELETE,USR-89494,web,795,6602,2016.15,502,SERVICE_UNAVAILABLE,29,57,64,57.44,49.4,25.63,FALSE,JWT,0
API-20250617012146-3Q9I4V0JBT,6/17/2025 1:21,Loans,/repay,DELETE,USR-62806,system,3626,14232,32.38,200,NONE,13,39,51,47.25,45.57,31.29,FALSE,BASIC,0
API-20250314054720-V6S1DH6X2K,3/14/2025 5:47,Accounts,/balance,DELETE,USR-69955,web,2649,10540,107.53,200,NONE,414,12,11,51.81,47.63,28.53,FALSE,API_KEY,0
API-20250625035322-5NKMQ8H532,6/25/2025 3:53,Payments,/transfer,POST,USR-32769,web,1820,2362,85.63,200,NONE,17,46,51,71.11,59.39,32.37,FALSE,MFA,0
API-20250425224751-PGM83Q36BZ,4/25/2025 22:47,Accounts,/details,DELETE,USR-12609,web,3049,4353,58.82,200,NONE,20,53,21,17.58,50.82,4.95,FALSE,JWT,0
API-20250611165626-9JTSUT2KB5,6/11/2025 16:56,Payments,/pay,GET,USR-63772,web,1313,11499,109.95,200,NONE,21,54,50,46.1,51.44,47.29,FALSE,JWT,0
API-20250308223355-5Z728NU4WR,3/8/2025 22:33,Accounts,/balance,POST,USR-82181,web,4202,2439,3544.21,504,TIMEOUT,15,42,25,23.82,64.2,1244.05,FALSE,API_KEY,0
API-20250410025255-NPTL7106Y5,4/10/2025 2:52,Auth,/login,POST,USR-51176,mobile,4681,13035,3231.93,504,TIMEOUT,21,26,25,37.6,48.62,1275.98,FALSE,JWT,0
API-20250211091945-VHQU3VCAJL,2/11/2025 9:19,Accounts,/update,GET,USR-11202,system,2896,7901,122.29,200,NONE,475,33,22,45.48,53.59,39.7,FALSE,BASIC,0
API-20250427184003-9MNUJOTLME,4/27/2025 18:40,Accounts,/balance,DELETE,USR-14281,mobile,1335,4631,108.27,200,NONE,14,52,63,50.19,46.83,15.32,FALSE,API_KEY,0
API-20250316195320-STXZD421PX,3/16/2025 19:53,Loans,/repay,GET,USR-36487,web,1144,2366,73.7,429,RATE_LIMIT,709,1961,692,86.74,94.85,45.3,TRUE,JWT,6
API-20250606161505-XSN32RTXV9,6/6/2025 16:15,Auth,/mfa,POST,USR-92825,system,3786,6295,99.12,200,NONE,19,45,55,55.38,57.01,47.3,FALSE,API_KEY,0
API-20250324193642-ML7IF7PHPA,3/24/2025 19:36,Auth,/mfa,POST,USR-61883,system,2119,797,76.23,200,NONE,6,37,22,32.06,62.04,29.67,FALSE,MFA,0
API-20250201092535-CPOZI62KUM,2/1/2025 9:25,Loans,/repay,PUT,USR-27107,web,3987,5712,61.06,200,NONE,27,32,45,47.35,62.08,17.42,FALSE,MFA,0
API-20250326140806-NR9848ONJO,3/26/2025 14:08,Cards,/limit,POST,USR-34355,system,1934,11917,110.76,200,NONE,25,19,48,46.93,59.45,46.92,FALSE,OAuth2,0
API-20250204080907-Q8APLNH54T,2/4/2025 8:09,Loans,/status,PUT,USR-98310,system,1430,10561,62.26,200,NONE,9,28,43,48.65,44.08,25.32,FALSE,MFA,0
API-20250506105317-1S3VX7WJWS,5/6/2025 10:53,Auth,/refresh,GET,USR-46083,mobile,2871,14663,99.81,429,RATE_LIMIT,985,893,980,98.68,80.51,23.83,TRUE,MFA,3
API-20250701152107-6KQHS60WVG,7/1/2025 15:21,Payments,/history,PUT,USR-36084,web,3393,2141,80.77,200,NONE,14,34,68,52.15,77.38,31.22,FALSE,BASIC,0
API-20250307075640-J78R6N2S81,3/7/2025 7:56,Accounts,/update,DELETE,USR-34562,mobile,2930,1810,88.45,200,NONE,10,56,52,38.12,55.26,30.58,FALSE,OAuth2,0
API-20250701234739-R9J0FNPHV0,7/1/2025 23:47,Cards,/limit,POST,USR-36127,web,776,10674,55.67,200,NONE,13,13,68,54.66,69.08,15.17,FALSE,JWT,0
API-20250628194714-N0MQR4BO66,6/28/2025 19:47,Loans,/apply,GET,USR-77965,web,3916,12905,4773.48,504,TIMEOUT,22,48,17,48.29,42.58,1529.85,FALSE,BASIC,0
API-20250511180954-RRYXTVV84V,5/11/2025 18:09,Auth,/login,PUT,USR-91229,web,4226,10063,114.96,429,RATE_LIMIT,498,1827,318,93.54,80.84,41.53,TRUE,JWT,7
API-20250422204352-OLL79D3A49,4/22/2025 20:43,Loans,/apply,GET,USR-66893,web,440,8152,86.16,200,NONE,13,52,14,61.52,51.72,32.9,FALSE,MFA,0
API-20250714003330-PIVZPBJPDV,7/14/2025 0:33,Loans,/status,PUT,USR-39029,system,2141,3826,76.62,200,NONE,18,59,61,54.26,67.99,14.36,FALSE,BASIC,0
API-20250303225154-C5YP4O3DI4,3/3/2025 22:51,Accounts,/balance,GET,USR-95147,web,2636,8846,112.18,200,NONE,8,57,15,39.05,49.93,50.98,FALSE,BASIC,0
API-20250505140920-3PEXGQUAMQ,5/5/2025 14:09,Loans,/repay,POST,USR-26583,system,483,9308,83.31,200,NONE,28,35,21,40.56,38.58,35.28,FALSE,JWT,0
API-20250201140021-K634BW2B98,2/1/2025 14:00,Loans,/status,GET,USR-50272,web,2798,3722,66.85,200,NONE,9,14,8,35.4,55.13,29.37,FALSE,API_KEY,0
API-20250612195734-PH9K93KC0A,6/12/2025 19:57,Payments,/transfer,GET,USR-37777,system,2873,1657,102.1,200,NONE,7,39,68,53.17,44.34,33.85,FALSE,API_KEY,0
API-20250329052835-7TO2FTV87Q,3/29/2025 5:28,Accounts,/details,GET,USR-75167,web,3236,3304,102.19,200,NONE,11,13,57,60.44,78.64,48.94,FALSE,OAuth2,0
API-20250213045756-L6M3JRG7JG,2/13/2025 4:57,Cards,/activate,POST,USR-87750,web,1633,8969,757.19,200,NONE,5,19,2392,98.27,95.07,425.25,FALSE,OAuth2,0
API-20250205095149-I2RG3NKKL2,2/5/2025 9:51,Accounts,/balance,DELETE,USR-99455,web,842,10557,1035.74,200,NONE,12,39,2144,93.98,95.44,539.87,FALSE,BASIC,0
API-20250507070124-18JJFC110U,5/7/2025 7:01,Payments,/transfer,GET,USR-71725,web,4390,1430,77.29,200,NONE,21,46,70,38.71,68.09,35.99,FALSE,JWT,0
API-20250708033002-U7YESCH6XX,7/8/2025 3:30,Loans,/repay,GET,USR-49439,system,3852,2492,70.35,200,NONE,5,25,91,67.7,78.14,30.74,FALSE,BASIC,0
API-20250205225608-QKL7XB87SG,2/5/2025 22:56,Payments,/history,PUT,USR-39736,system,2993,11783,108.68,200,NONE,30,40,87,49.18,78.05,38.82,FALSE,JWT,0
API-20250408175111-75P8QZ25DS,4/8/2025 17:51,Accounts,/balance,PUT,USR-87519,system,985,691,62.41,200,NONE,10,16,58,54,50.07,20.26,FALSE,BASIC,0
API-20250327225403-51YV1O9BQP,3/27/2025 22:54,Loans,/apply,PUT,USR-71139,system,3952,7736,86.07,200,NONE,351,34,85,66.95,65.71,32.56,FALSE,OAuth2,0
API-20250305051044-ZEQTMSFJJE,3/5/2025 5:10,Payments,/history,PUT,USR-24176,web,1032,10320,95.1,200,NONE,2,37,54,66.56,68,38.49,FALSE,OAuth2,0
API-20250401191359-XK39A1JAMO,4/1/2025 19:13,Cards,/block,DELETE,USR-90418,web,586,1059,87.36,200,NONE,11,15,14,39.31,50.99,37.7,FALSE,JWT,0
API-20250503174302-NF9XPVPLIM,5/3/2025 17:43,Auth,/mfa,PUT,USR-63231,web,4303,12998,105.2,429,RATE_LIMIT,683,1689,553,81.82,77.3,20.55,TRUE,JWT,10
API-20250701130150-AA5S4EF3T7,7/1/2025 13:01,Accounts,/update,DELETE,USR-48821,web,2774,11525,93.25,429,RATE_LIMIT,877,633,978,80,91.31,38.47,TRUE,API_KEY,5
API-20250629011306-3DVPYK62AI,6/29/2025 1:13,Accounts,/details,POST,USR-67401,system,3768,9651,134.43,200,NONE,18,49,14,33.05,45.46,50.84,FALSE,BASIC,0
API-20250324234820-85IWLA5Z56,3/24/2025 23:48,Auth,/refresh,GET,USR-17576,mobile,3195,10279,52.73,200,NONE,20,18,59,46.39,48.1,27.34,FALSE,API_KEY,0
API-20250624202751-V2NYZ9LJFV,6/24/2025 20:27,Cards,/limit,DELETE,USR-67828,mobile,2611,10470,81.61,200,NONE,4,17,83,46.91,47,26.96,FALSE,JWT,0
API-20250224003200-D0B43827OZ,2/24/2025 0:32,Auth,/mfa,DELETE,USR-38581,system,1464,4404,95.73,200,NONE,9,6,9,38.02,68.63,34.23,FALSE,OAuth2,0
API-20250517055814-2QPUSH9AI1,5/17/2025 5:58,Cards,/activate,POST,USR-42220,mobile,2994,7408,68.99,200,NONE,21,49,74,61.01,38.47,22.83,FALSE,BASIC,0
API-20250325070450-Z0PNWJWPZE,3/25/2025 7:04,Cards,/limit,GET,USR-50814,mobile,1037,11827,57.54,200,NONE,7,51,66,49.12,70.23,33.1,FALSE,OAuth2,0
API-20250427101551-D1A83IQ4KR,4/27/2025 10:15,Loans,/status,GET,USR-56079,mobile,3670,5704,4079.04,504,TIMEOUT,26,33,74,41.3,52.44,1952.21,FALSE,BASIC,0
API-20250331220531-HZ9TC3CS8B,3/31/2025 22:05,Accounts,/update,DELETE,USR-10462,system,1156,10069,597.03,200,NONE,14,12,1737,90.16,87.85,648.28,FALSE,BASIC,0
API-20250406020935-KKM9UC7878,4/6/2025 2:09,Cards,/block,POST,USR-34726,mobile,4122,9584,37.24,200,NONE,12,12,59,44.27,54.84,29.68,FALSE,JWT,0
API-20250427131006-Y4JFTQ5MKV,4/27/2025 13:10,Accounts,/details,POST,USR-77597,system,3865,7499,98.36,200,NONE,23,5,48,40.82,64.98,22.85,FALSE,MFA,0
API-20250227132856-3W8AID5D2Z,2/27/2025 13:28,Auth,/refresh,POST,USR-16363,web,1055,14530,105.93,200,NONE,23,59,27,47.14,43.54,43.32,FALSE,API_KEY,0
API-20250712053105-GC87D0LUK3,7/12/2025 5:31,Loans,/status,PUT,USR-83866,mobile,3647,4797,3768.21,504,TIMEOUT,19,40,98,81.29,59.34,2872.62,FALSE,BASIC,0
API-20250701115554-4OR47VVAEY,7/1/2025 11:55,Accounts,/balance,DELETE,USR-30866,system,1658,8021,84.05,200,NONE,14,18,76,65.19,77.55,27.9,FALSE,BASIC,0
API-20250317172953-F4XEG2L3IE,3/17/2025 17:29,Cards,/limit,PUT,USR-67641,system,2577,1501,75.07,200,NONE,14,47,84,77.21,65.69,30.82,FALSE,API_KEY,0
API-20250429211709-7XEJ85CE1H,4/29/2025 21:17,Cards,/activate,GET,USR-22050,web,583,1091,63.49,429,RATE_LIMIT,601,1832,598,99.45,75.45,36.46,TRUE,BASIC,9
API-20250508111045-XD37WM653F,5/8/2025 11:10,Auth,/mfa,POST,USR-99055,web,4735,9240,82.43,200,NONE,10,48,92,56.86,60.94,25.85,FALSE,BASIC,0
API-20250304061143-O5DP1QX5P5,3/4/2025 6:11,Payments,/pay,PUT,USR-86521,mobile,1585,8061,90.96,200,NONE,9,5,84,54.28,62.38,51.4,FALSE,BASIC,0
API-20250602152833-NTLV4L2NFA,6/2/2025 15:28,Accounts,/balance,GET,USR-33282,mobile,2442,9777,62.8,200,NONE,22,17,93,68.16,47.19,22.89,FALSE,API_KEY,0
API-20250415062355-8Q8QZIMEMO,4/15/2025 6:23,Auth,/refresh,DELETE,USR-23496,mobile,1787,4208,73.23,200,NONE,3,16,70,50.14,61.4,37.47,FALSE,MFA,0
API-20250417174156-Z2794RGDGD,4/17/2025 17:41,Loans,/status,DELETE,USR-47411,web,4451,11752,91.51,429,RATE_LIMIT,973,806,725,89.31,81.03,31.31,TRUE,JWT,3
API-20250402075648-8B5R9Q1POF,4/2/2025 7:56,Cards,/activate,PUT,USR-17777,system,2696,5525,101.54,429,RATE_LIMIT,497,1414,790,95.05,98.08,21.25,TRUE,API_KEY,3
API-20250705083211-SNSIHS4DBS,7/5/2025 8:32,Cards,/block,PUT,USR-48229,web,4364,13008,55.89,200,NONE,3,51,12,52.01,57.62,15.86,FALSE,BASIC,0
API-20250402030204-ESQI95DVA5,4/2/2025 3:02,Cards,/limit,PUT,USR-91895,mobile,4311,3519,33.33,200,NONE,30,23,84,56.02,59.32,37.22,FALSE,MFA,0
API-20250224053926-K1E8TET9MS,2/24/2025 5:39,Auth,/login,GET,USR-46869,web,2403,11510,88.68,200,NONE,18,50,21,40.63,55.88,31.19,FALSE,API_KEY,0
API-20250402011850-BB85WQJM6S,4/2/2025 1:18,Loans,/status,DELETE,USR-32938,mobile,3705,6708,68.79,200,NONE,2,51,99,41,65.82,19.18,FALSE,OAuth2,0
API-20250408212845-ANFYLTP9KN,4/8/2025 21:28,Auth,/refresh,GET,USR-60185,system,3194,12070,38.13,200,NONE,9,39,6,58.21,58.08,26.15,FALSE,JWT,0
API-20250425050049-284Z307B41,4/25/2025 5:00,Auth,/refresh,POST,USR-67960,system,448,4931,1168.83,200,NONE,9,22,3900,85.04,91.39,444.36,FALSE,MFA,0
API-20250326182345-GN92QC69FO,3/26/2025 18:23,Cards,/block,GET,USR-33431,web,3717,13323,1225.73,200,NONE,11,41,1926,85.79,87.83,579.97,FALSE,JWT,0
API-20250515120814-ZQE7206QT4,5/15/2025 12:08,Loans,/repay,GET,USR-50188,system,4679,14522,4319.05,504,TIMEOUT,7,12,95,47.61,67.97,1457.94,FALSE,BASIC,0
API-20250227223341-K1LB9GX6TA,2/27/2025 22:33,Payments,/history,DELETE,USR-46293,system,3972,13833,63.29,200,NONE,2,39,67,54.01,48.73,32.52,FALSE,MFA,0
API-20250405093708-4DEPMJT2GT,4/5/2025 9:37,Auth,/logout,POST,USR-96035,mobile,3401,6465,1860.17,200,NONE,26,49,3557,91.04,90.63,731.82,FALSE,MFA,0
API-20250201231713-U8CCWL7LBH,2/1/2025 23:17,Payments,/transfer,POST,USR-73047,web,3612,10726,61.73,200,NONE,10,42,18,38.91,62.03,21.23,FALSE,API_KEY,0
API-20250220082016-78EVYN9DTX,2/20/2025 8:20,Cards,/limit,DELETE,USR-29385,system,4204,11601,60.16,200,NONE,25,44,54,58.59,59.76,36.56,FALSE,API_KEY,0
API-20250502180039-FE95GQJBYG,5/2/2025 18:00,Payments,/history,PUT,USR-85212,web,3676,2099,79.24,200,NONE,17,12,16,50.56,53.29,22.63,FALSE,MFA,0
API-20250614030350-8BB7BVMLA7,6/14/2025 3:03,Loans,/apply,DELETE,USR-82445,system,2378,14749,47.4,200,NONE,17,27,85,51.46,70.38,27.06,FALSE,BASIC,0
API-20250221080529-RNJS163DSG,2/21/2025 8:05,Loans,/status,DELETE,USR-20032,mobile,1097,11413,67.01,200,NONE,11,34,67,70.27,52.6,15.8,FALSE,API_KEY,0
API-20250623124515-JSUE2WF7GY,6/23/2025 12:45,Auth,/logout,GET,USR-53336,mobile,4499,2042,102.93,200,NONE,14,49,77,59.99,53.55,39.22,FALSE,BASIC,0
API-20250621204354-OXFT2B9YXK,6/21/2025 20:43,Cards,/activate,GET,USR-82779,mobile,2326,907,102.59,200,NONE,18,48,17,43.28,46.32,45.15,FALSE,OAuth2,0
API-20250412224847-RA6DCJZ77L,4/12/2025 22:48,Payments,/transfer,GET,USR-98166,mobile,4760,13013,106.98,429,RATE_LIMIT,430,1921,662,94.48,86.46,37.43,TRUE,BASIC,4
API-20250714132628-6IZQ7D3QXR,7/14/2025 13:26,Payments,/history,PUT,USR-19490,mobile,1691,11463,2920.52,504,TIMEOUT,25,18,12,45.49,51.11,1291.8,FALSE,OAuth2,0
API-20250510164155-TE6ZP29H4D,5/10/2025 16:41,Cards,/limit,GET,USR-56761,mobile,3064,1243,81.22,200,NONE,1,35,5,39.6,68.29,33.74,FALSE,MFA,0
API-20250418233247-8MQKMYGN64,4/18/2025 23:32,Payments,/transfer,PUT,USR-76619,system,3979,13926,110.3,200,NONE,25,29,15,51.98,53.21,38.84,FALSE,OAuth2,0
API-20250213054821-8KDE6YYQZO,2/13/2025 5:48,Loans,/apply,DELETE,USR-13628,system,2809,11723,81.05,200,NONE,21,22,75,47.74,78.92,28.55,FALSE,BASIC,0
API-20250506230749-QGTHUJPRDZ,5/6/2025 23:07,Payments,/pay,POST,USR-86626,system,3016,6670,97.43,200,NONE,19,15,72,59.65,55.68,35.2,FALSE,JWT,0
API-20250320113645-QMKR5Q0HM5,3/20/2025 11:36,Loans,/repay,POST,USR-48130,mobile,3642,3311,80.66,200,NONE,22,54,6,35.66,47.22,38.04,FALSE,OAuth2,0
API-20250621213309-JSGEFQ3KBF,6/21/2025 21:33,Auth,/refresh,GET,USR-50701,web,1517,3571,47.18,429,RATE_LIMIT,768,1953,902,88.65,75.78,4.75,TRUE,BASIC,5
API-20250325163039-2FND17GD6D,3/25/2025 16:30,Loans,/status,DELETE,USR-23172,mobile,4045,6206,81.13,200,NONE,19,47,57,50.51,51.76,40.58,FALSE,OAuth2,0
API-20250226230306-VMI2ST2FFS,2/26/2025 23:03,Auth,/login,POST,USR-98277,mobile,1716,915,74.75,200,NONE,4,10,61,47,69.38,24.6,FALSE,OAuth2,0
API-20250424191207-3EOLKVKZSQ,4/24/2025 19:12,Payments,/pay,PUT,USR-51201,mobile,1105,9722,55.66,200,NONE,19,16,34,30.41,62.87,15.15,FALSE,MFA,0
API-20250226120129-G8GRJQ4V5W,2/26/2025 12:01,Accounts,/balance,PUT,USR-28268,web,2151,6439,88.51,200,NONE,27,6,42,55.01,77.56,25.2,FALSE,MFA,0
API-20250531154655-NVQRCM3DX9,5/31/2025 15:46,Accounts,/update,GET,USR-98806,mobile,2288,7004,1461.61,200,NONE,10,43,1220,86.44,90.81,244.29,FALSE,API_KEY,0
API-20250622063421-9Y0CJK2Y6F,6/22/2025 6:34,Accounts,/update,DELETE,USR-38459,system,447,10436,78.6,200,NONE,29,29,33,64.76,42.86,38.17,FALSE,BASIC,0
API-20250215030206-26YKC1FRUF,2/15/2025 3:02,Auth,/logout,DELETE,USR-41269,web,1803,1306,66.89,200,NONE,25,18,78,64.78,65.05,20.73,FALSE,API_KEY,0
API-20250402232523-QYJI8A5K7B,4/2/2025 23:25,Loans,/repay,DELETE,USR-13316,mobile,4360,5087,94.37,200,NONE,19,31,72,64.15,59.48,22.4,FALSE,BASIC,0
API-20250602043754-6I9LSRF6CM,6/2/2025 4:37,Payments,/transfer,GET,USR-55710,web,2045,14239,1585.54,200,NONE,21,16,2525,87.6,99.37,751.51,FALSE,OAuth2,0
API-20250205204355-J0VZU54SAM,2/5/2025 20:43,Cards,/activate,DELETE,USR-52983,web,2183,6078,90.19,200,NONE,26,51,88,60.77,51.82,36.79,FALSE,MFA,0
API-20250503135919-3YHA4N8RM4,5/3/2025 13:59,Auth,/mfa,GET,USR-97736,mobile,2837,4074,57.79,429,RATE_LIMIT,938,1576,748,95.81,77.32,23.43,TRUE,JWT,6
API-20250620112917-U4MLT4JAI9,6/20/2025 11:29,Accounts,/details,GET,USR-66264,mobile,1754,2346,93.39,200,NONE,2,23,78,57.31,63.49,37.69,FALSE,OAuth2,0
API-20250313005316-5ZXI1649S5,3/13/2025 0:53,Loans,/apply,PUT,USR-46657,system,1393,2055,3323.33,504,TIMEOUT,21,49,79,67.93,62.06,1850.84,FALSE,API_KEY,0
API-20250522000737-Y9GWKTGJMU,5/22/2025 0:07,Auth,/refresh,GET,USR-45220,mobile,1512,4724,88.94,429,RATE_LIMIT,950,1555,987,95.01,97.22,18.97,TRUE,MFA,6
API-20250528115514-P7OMRRKCWG,5/28/2025 11:55,Accounts,/balance,PUT,USR-67316,web,1176,4209,94.16,200,NONE,7,31,78,47.3,60.81,37.39,FALSE,BASIC,0
API-20250223191056-L3GII7507U,2/23/2025 19:10,Auth,/login,DELETE,USR-50965,web,2327,5863,1611.48,503,SERVICE_UNAVAILABLE,21,9,99,49.18,84.34,14.67,FALSE,JWT,0
API-20250517064022-NBI6891SC9,5/17/2025 6:40,Payments,/pay,POST,USR-53670,mobile,4798,9608,105.09,200,NONE,1,32,74,67.53,63.06,34.59,FALSE,API_KEY,0
API-20250226030441-LTBJE3VWH7,2/26/2025 3:04,Auth,/refresh,DELETE,USR-75322,mobile,3273,13096,67.68,200,NONE,21,42,98,73.51,73.08,29.2,FALSE,JWT,0
API-20250704053718-TLNW8LRMN6,7/4/2025 5:37,Payments,/transfer,DELETE,USR-64664,web,4449,7022,1542.89,200,NONE,23,10,2787,90.41,92.64,561.25,FALSE,BASIC,0
API-20250215181922-JWISNDXAB9,2/15/2025 18:19,Payments,/history,GET,USR-95160,mobile,1928,1446,3417.85,504,TIMEOUT,16,16,18,34.17,64.59,2042.36,FALSE,MFA,0
API-20250513170543-K03A7T3PB4,5/13/2025 17:05,Accounts,/details,POST,USR-15171,mobile,4485,8617,81.53,200,NONE,17,46,53,41.13,70.68,36.84,FALSE,API_KEY,0
API-20250326175952-N1N4D7SWUX,3/26/2025 17:59,Loans,/status,DELETE,USR-18587,system,2457,7051,94.98,200,NONE,6,20,72,70.34,63.42,25.96,FALSE,JWT,0
API-20250531125812-3Y87QX4P8U,5/31/2025 12:58,Payments,/pay,GET,USR-11019,web,1786,9225,67.64,200,NONE,1,23,62,51.73,50.46,12.38,FALSE,BASIC,0
API-20250408091605-6QB0XJ2PAW,4/8/2025 9:16,Loans,/repay,GET,USR-84475,web,1864,2200,110.97,200,NONE,15,25,18,49.23,38.09,13.9,FALSE,JWT,0
API-20250516134011-1Z928TMVXJ,5/16/2025 13:40,Auth,/logout,GET,USR-68153,system,3814,12794,48.91,200,NONE,643,24,10,39.36,39.33,40.08,FALSE,API_KEY,0
API-20250209055022-YBGDB9EE6G,2/9/2025 5:50,Accounts,/update,GET,USR-26771,system,1664,2739,1324.47,200,NONE,4,60,1008,98.59,85.39,542.1,FALSE,MFA,0
API-20250214092150-X9HJKKPMLH,2/14/2025 9:21,Payments,/history,POST,USR-12745,system,3920,9947,103.28,200,NONE,26,52,52,53.65,71.57,41.35,FALSE,BASIC,0
