Event_id,Timestamp,Db_instance,Db_user,Query_type,Table_name,Rows_returned,Rows_modified,Execution_time_ms,Cpu_db_usage_percent,Memory_db_usage_percent,Lock_wait_time_ms,Deadlock_flag,Full_table_scan_flag,Index_usage_flag,Active_sessions,Connection_pool_usage_percent,Transaction_log_growth_mb,Backup_running_flag,is_anomaly,Anomaly_type,Risk,composite_score,IF_score,AE_score,LSTM_score,ensemble_votes,IF_anomaly,AE_anomaly,LSTM_anomaly
DB03792,7/6/2025 22:18,DB-CORE,etl_user,INSERT,transactions,78,0,238.17,31.81,45.04,933,1,0,1,23,58.74,0,0,1,Deadlock,9,0.33497787325715356,0.6193589585761824,0.07616287,0.3094118,1,1,0,0
DB05982,5/4/2025 1:08,DB02,report_user,DELETE,fraud_alerts,158,59,174.36,44.9,51.94,633,1,0,1,28,67.05,45,0,1,Deadlock,9,0.3348421487683755,0.490625104598612,0.032792497,0.48110884,1,1,0,0
DB10513,5/27/2025 21:23,DB-PAY,app_user,DELETE,fraud_alerts,162,39,188.61,38.61,46.84,1020,1,0,1,21,58.34,36,0,1,Deadlock,9,0.33482426303632734,0.5089839890005492,0.0769603,0.4185285,1,1,0,0
DB09626,6/15/2025 8:17,DB02,app_user,UPDATE,transactions,74,11,245.82,44.55,51.94,984,1,0,1,24,61.57,12,0,1,Deadlock,9,0.33482273761083053,0.545694171448033,0.025698435,0.4330756,1,1,0,0
DB11936,6/13/2025 1:30,DB02,app_user,SELECT,fraud_alerts,50,11,241.32,52.76,51.76,1192,1,0,1,27,61.02,7,0,1,Deadlock,9,0.3346737098109001,0.5600928057465776,0.06407984,0.37984848,1,1,0,0
DB04233,5/2/2025 7:01,DB-CORE,report_user,SELECT,customers,73,6,215.44,46.62,47.91,1136,1,0,1,29,67.46,4,0,1,Deadlock,9,0.33465737988625194,0.6133630391977495,0.05594589,0.3346632,1,1,0,0
DB09365,5/16/2025 9:54,DB02,app_user,DELETE,cards,1,0,236.93,49.63,48.15,775,1,0,1,31,66.8,0,0,1,Deadlock,9,0.3344848544520443,0.5557539101309493,0.04879451,0.39890614,1,1,0,0
DB01003,2/9/2025 6:50,DB-CORE,admin,INSERT,transactions,85,31,193.27,33.46,48.32,977,1,0,1,23,59.72,30,0,1,Deadlock,9,0.3342773277671324,0.5917404768202267,0.075947285,0.33514422,1,1,0,0
DB08122,6/15/2025 7:03,DB-PAY,admin,INSERT,cards,121,30,285.63,51.43,50.05,498,1,0,1,31,66.25,23,0,1,Deadlock,9,0.33426646041232194,0.3940930484937979,0.05875323,0.5499531,1,0,0,1
DB09166,4/7/2025 2:04,DB01,admin,SELECT,fraud_alerts,132,18,283.49,35.36,56.68,566,1,0,1,31,88.76,34,0,1,Deadlock,9,0.334141177618328,0.5111094495172003,0.16014817,0.3311659,2,1,1,0
DB11401,5/23/2025 21:51,DB-PAY,etl_user,SELECT,payment_history,155,10,287.86,33.23,48.91,229,0,1,0,26,52.66,8,1,1,Mauvais Index,9,0.33402716730527415,0.46817070586956544,0.12449454,0.40941626,1,1,0,0
DB02020,2/8/2025 20:57,DB-PAY,etl_user,SELECT,fraud_alerts,107,34,213.36,41.34,56.25,973,1,0,1,21,48.26,31,0,1,Deadlock,9,0.33368423561636845,0.4582040713841986,0.03955995,0.5032887,1,1,0,0
DB04976,3/17/2025 22:41,DB01,app_user,INSERT,cards,83,34,161.64,40.92,56.86,892,1,0,1,33,73.14,52,0,1,Deadlock,9,0.3335093743270375,0.4887443964677266,0.04609839,0.46568534,1,1,0,0
DB10926,3/9/2025 13:20,DB02,admin,UPDATE,customers,115,50,211.04,53.69,61.4,972,1,0,1,33,85.98,47,0,1,Deadlock,9,0.3325144042166142,0.6702221973514761,0.10094074,0.22638027,1,1,0,0
DB13504,4/3/2025 1:26,DB02,etl_user,SELECT,fraud_alerts,164,50,238.6,46.7,59.77,900,1,0,1,25,66.0,98,0,1,Deadlock,9,0.33212495469975734,0.610570568559416,0.08210456,0.30369973,1,1,0,0
DB10428,2/16/2025 7:50,DB01,etl_user,DELETE,transactions,216,59,220.82,46.34,58.86,916,1,0,1,27,75.61,35,0,1,Deadlock,9,0.33186916040600706,0.5766058646804503,0.11963419,0.29936743,1,1,0,0
DB07057,7/14/2025 20:37,DB-PAY,app_user,UPDATE,payment_history,179,20,127.7,46.55,50.21,902,1,0,1,22,64.5,39,0,1,Deadlock,9,0.33167269657165876,0.4611940854820928,0.105096884,0.42872712,1,1,0,0
DB10845,6/17/2025 17:30,DB02,admin,UPDATE,audit_logs,84,18,247.8,52.67,60.14,860,1,0,1,31,74.93,21,0,1,Deadlock,9,0.3316619354887579,0.6021925757538599,0.11931019,0.27348304,1,1,0,0
DB12296,2/20/2025 8:17,DB-PAY,app_user,SELECT,customers,140,4,249.11,54.33,60.23,865,1,0,1,34,72.92,3,0,1,Deadlock,9,0.3316325790297214,0.5258263935480189,0.20954047,0.25953087,2,1,1,0
DB13010,3/31/2025 13:48,DB-PAY,admin,SELECT,cards,94,27,159.44,43.82,58.29,1056,1,0,1,22,47.52,52,0,1,Deadlock,9,0.33095456180153787,0.524112530564621,0.08306556,0.3856856,1,1,0,0
DB07807,2/22/2025 18:18,DB-PAY,report_user,INSERT,customers,103,7,226.71,37.05,47.19,992,1,0,1,21,49.32,13,0,1,Deadlock,9,0.33058063404206406,0.5486996163858167,0.07783867,0.36520362,1,1,0,0
DB05378,3/2/2025 12:16,DB01,report_user,DELETE,audit_logs,68,33,258.84,50.33,56.24,838,1,0,1,29,63.14,24,0,1,Deadlock,9,0.3305367725801628,0.5185518257952216,0.09988555,0.37317294,1,1,0,0
DB07691,3/20/2025 16:06,DB-PAY,report_user,SELECT,loans,93,0,293.05,47.93,59.83,136,0,1,0,14,34.18,0,1,1,Mauvais Index,9,0.33050555297161593,0.580817172182365,0.1216048,0.2890947,1,1,0,0
DB11978,5/3/2025 12:18,DB02,app_user,DELETE,loans,138,36,240.31,36.58,43.75,886,1,0,1,24,49.75,63,0,1,Deadlock,9,0.330242262051648,0.5767547138516488,0.0772854,0.33668667,1,1,0,0
DB06884,3/6/2025 3:26,DB-CORE,report_user,UPDATE,payment_history,121,48,359.38,57.7,69.44,170,0,1,0,29,86.31,86,1,1,Mauvais Index,9,0.32963879882559344,0.6792227768679012,0.09923877,0.21045485,1,1,0,0
DB13715,2/19/2025 1:47,DB02,etl_user,INSERT,fraud_alerts,325,11,334.39,44.33,46.67,167,0,1,0,27,69.92,5,1,1,Mauvais Index,9,0.3295655514276718,0.4559506820072814,0.029829457,0.5029165,1,1,0,0
DB05624,5/15/2025 17:39,DB01,app_user,UPDATE,loans,161,79,286.28,49.06,45.15,462,1,0,1,22,49.59,154,0,1,Deadlock,9,0.3294261280869724,0.6585783389733082,0.08741797,0.24228208,1,1,0,0
DB04665,6/8/2025 0:39,DB-CORE,etl_user,INSERT,loans,33,11,262.18,45.75,55.21,1056,1,0,1,29,69.69,6,0,1,Deadlock,9,0.3292811324451757,0.5766014971597172,0.059016507,0.3522254,1,1,0,0
DB06118,7/10/2025 12:27,DB-CORE,admin,UPDATE,accounts,151,68,226.17,43.71,47.57,853,1,0,1,24,56.32,34,0,1,Deadlock,9,0.32871842494433506,0.631560772234958,0.057434175,0.29716033,1,1,0,0
DB05043,3/6/2025 4:01,DB02,admin,INSERT,transactions,101,0,709.81,60.59,60.18,181,0,1,0,29,71.36,0,1,1,Mauvais Index,9,0.3286689384079238,0.6284001099456132,0.031537052,0.32606965,1,1,0,0
DB11407,5/10/2025 21:55,DB-CORE,report_user,DELETE,cards,126,22,206.32,39.58,50.95,938,1,0,1,25,64.93,36,0,1,Deadlock,9,0.328497137916081,0.543993424749353,0.075532205,0.36596578,1,1,0,0
DB05809,4/10/2025 5:13,DB-PAY,app_user,UPDATE,accounts,154,9,185.75,43.24,45.44,816,1,0,1,21,50.98,17,0,1,Deadlock,9,0.3278726302268566,0.5004098043389502,0.048078682,0.4351294,1,1,0,0
DB12391,3/2/2025 4:34,DB-CORE,report_user,UPDATE,accounts,169,15,305.33,54.33,41.16,125,0,1,0,20,59.37,25,1,1,Mauvais Index,9,0.3277666851999304,0.5972965389853541,0.101126544,0.28487697,1,1,0,0
DB07252,6/1/2025 20:55,DB-PAY,app_user,UPDATE,transactions,151,5,204.83,53.02,52.06,995,1,0,1,23,47.53,2,0,1,Deadlock,9,0.3277133868787934,0.5745768745703249,0.14610523,0.26245806,2,1,1,0
DB03312,3/3/2025 8:21,DB01,report_user,DELETE,customers,535,15,432.42,46.76,48.92,153,0,1,0,24,49.57,19,1,1,Mauvais Index,9,0.3273284591740302,0.4851883858459985,0.06003153,0.43676546,1,1,0,0
DB11201,2/24/2025 5:35,DB-CORE,etl_user,SELECT,cards,73,0,164.92,36.39,51.18,1111,1,0,1,19,46.19,0,0,1,Deadlock,9,0.32723855342490715,0.6269339730150474,0.14950332,0.20527837,2,1,1,0
DB10409,7/14/2025 14:51,DB-PAY,app_user,UPDATE,audit_logs,400,33,400.14,43.8,44.87,176,0,1,0,34,86.68,43,1,1,Mauvais Index,9,0.3269935094380587,0.6111369782877594,0.09077064,0.2790729,1,1,0,0
DB08498,5/2/2025 13:16,DB-PAY,report_user,DELETE,cards,174,0,319.42,53.35,58.76,360,1,0,1,27,66.12,0,0,1,Deadlock,9,0.3266518555742039,0.49571327646420404,0.16750368,0.3167386,2,1,1,0
DB00291,4/2/2025 22:05,DB-CORE,report_user,INSERT,transactions,120,12,174.33,37.61,48.9,411,1,0,1,21,56.71,17,0,1,Deadlock,9,0.3266369426313673,0.4506893229674203,0.06298274,0.46623877,1,1,0,0
DB05503,2/22/2025 5:25,DB-CORE,report_user,DELETE,accounts,1,0,161.85,46.09,42.98,631,1,0,1,25,66.76,0,0,1,Deadlock,9,0.32656430379344514,0.5776620932159868,0.0629658,0.33906502,1,1,0,0
DB04859,6/25/2025 4:07,DB01,app_user,DELETE,fraud_alerts,126,53,282.01,45.92,49.27,400,1,0,1,31,63.25,89,0,1,Deadlock,9,0.3263351848732878,0.4834550562535073,0.123935536,0.37161496,1,1,0,0
DB12934,5/11/2025 7:11,DB02,report_user,INSERT,fraud_alerts,87,41,586.6,53.95,68.83,334,0,1,0,24,62.1,77,1,1,Mauvais Index,9,0.32632859237224043,0.6415907945403511,0.030589461,0.30680552,1,1,0,0
DB00858,3/4/2025 20:10,DB-CORE,report_user,DELETE,loans,8,2,169.53,34.95,46.45,704,1,0,1,21,43.92,1,0,1,Deadlock,9,0.32617988597417075,0.6121660891492426,0.08773923,0.27863434,1,1,0,0
DB01360,7/7/2025 8:30,DB-CORE,etl_user,SELECT,cards,64,10,714.5,41.03,54.91,102,0,1,0,20,49.28,17,1,1,Mauvais Index,9,0.32602880665849104,0.6105657747146622,0.11309995,0.2544207,1,1,0,0
DB05801,6/23/2025 2:16,DB-CORE,report_user,UPDATE,customers,455,36,254.56,43.12,47.89,135,0,1,0,26,72.03,56,1,1,Mauvais Index,9,0.3259077284174445,0.5651560465804585,0.0987494,0.31381774,1,1,0,0
DB06301,5/2/2025 22:24,DB-PAY,report_user,SELECT,payment_history,31,7,234.58,42.06,50.57,1077,1,0,1,27,69.24,7,0,1,Deadlock,9,0.3258114820905374,0.5599848490023155,0.051779334,0.36567026,1,1,0,0
DB02181,4/21/2025 14:44,DB01,admin,INSERT,loans,21,5,259.6,48.65,55.77,1146,1,0,1,33,85.95,6,0,1,Deadlock,9,0.32558520036246225,0.6331821798475339,0.05322355,0.29034987,1,1,0,0
DB02476,2/4/2025 16:09,DB01,report_user,UPDATE,transactions,84,32,224.53,40.42,51.5,1064,1,0,1,25,74.54,38,0,1,Deadlock,9,0.32544290942241094,0.6040326408234042,0.08263018,0.2896659,1,1,0,0
DB03876,5/10/2025 20:08,DB-CORE,admin,INSERT,audit_logs,81,7,261.13,42.04,62.25,755,1,0,1,30,71.89,11,0,1,Deadlock,9,0.32447944830927344,0.5549630932829706,0.06215514,0.3563201,1,1,0,0
DB10176,5/29/2025 9:52,DB01,etl_user,DELETE,customers,61,28,501.88,58.82,70.2,182,0,1,0,27,70.19,30,1,1,Mauvais Index,9,0.3242902971509088,0.49112524418621917,0.022492724,0.45925292,1,1,0,0
DB07326,4/22/2025 12:07,DB-PAY,admin,SELECT,audit_logs,785,10,299.84,38.93,55.25,90,0,1,0,18,40.75,19,1,1,Mauvais Index,9,0.3241750938972036,0.6470393071413636,0.19639102,0.12909496,2,1,1,0
DB04508,5/9/2025 20:53,DB01,app_user,DELETE,customers,48,1,140.86,52.27,48.06,704,0,0,1,47,100.0,1,1,1,Saturation connexions,9,0.3238578705626913,0.6036301981324518,0.074719824,0.2932236,1,1,0,0
DB07160,6/27/2025 13:01,DB01,admin,SELECT,transactions,150,9,306.47,45.95,46.64,177,0,1,0,24,70.25,12,1,1,Mauvais Index,9,0.32384456955575835,0.45026125053119337,0.052383102,0.46888936,1,1,0,0
DB08969,4/21/2025 8:19,DB01,report_user,DELETE,customers,655,29,381.93,52.42,50.21,267,0,1,0,29,64.44,38,1,1,Mauvais Index,9,0.3233439338253201,0.5492302774030748,0.053730432,0.3670711,1,1,0,0
DB01048,2/19/2025 4:12,DB-CORE,etl_user,INSERT,payment_history,32,13,451.56,50.2,48.29,91,0,1,0,16,46.39,14,1,1,Mauvais Index,9,0.3232031622388043,0.5597259205156797,0.11395521,0.29592836,1,1,0,0
DB10478,3/31/2025 19:44,DB-PAY,etl_user,DELETE,accounts,140,28,435.51,64.44,56.39,167,0,1,0,31,71.3,48,1,1,Mauvais Index,9,0.3231288418634131,0.5576552675555332,0.08647351,0.32525775,1,1,0,0
DB08555,6/15/2025 22:24,DB02,report_user,SELECT,transactions,127,45,562.56,68.81,52.58,132,0,1,0,24,50.92,76,1,1,Mauvais Index,9,0.32312822465217544,0.6322354972099195,0.05707136,0.28007782,1,1,0,0
DB01445,5/10/2025 22:28,DB01,etl_user,DELETE,loans,148,69,256.28,44.77,52.49,483,1,0,1,24,66.48,79,0,1,Deadlock,9,0.323089736479567,0.5161669560612634,0.067224585,0.38587767,1,1,0,0
DB08288,4/18/2025 11:30,DB-CORE,report_user,SELECT,audit_logs,122,57,242.62,51.1,50.42,650,1,0,1,28,65.32,39,0,1,Deadlock,9,0.3228700181663789,0.5244438822033278,0.053044874,0.3911213,1,1,0,0
DB11966,2/26/2025 0:25,DB-CORE,etl_user,UPDATE,audit_logs,715,31,316.97,36.58,48.39,124,0,1,0,21,53.72,21,1,1,Mauvais Index,9,0.32285867460335754,0.5972069972087581,0.059395783,0.31197324,1,1,0,0
DB00609,6/13/2025 10:36,DB-PAY,admin,DELETE,customers,88,43,210.89,48.23,59.65,756,1,0,1,28,63.05,50,0,1,Deadlock,9,0.32199931796459286,0.47096701058947826,0.061336074,0.43369487,1,1,0,0
DB02283,6/11/2025 16:28,DB-PAY,etl_user,UPDATE,transactions,75,9,845.97,60.91,63.87,171,0,1,0,32,78.57,13,1,1,Mauvais Index,9,0.32176620976057607,0.6366612156011747,0.08327014,0.24536727,1,1,0,0
DB06762,4/11/2025 5:40,DB-CORE,app_user,INSERT,accounts,147,64,263.73,48.75,48.54,406,1,0,1,28,63.94,71,0,1,Deadlock,9,0.3215858063225229,0.5560355398429273,0.15428086,0.25444102,2,1,1,0
DB09206,5/24/2025 14:32,DB-PAY,app_user,INSERT,accounts,164,2,204.37,39.63,40.02,969,1,0,1,21,46.68,2,0,1,Deadlock,9,0.32147451504800845,0.6178961549620071,0.09989076,0.24663663,1,1,0,0
DB07697,6/1/2025 11:12,DB01,report_user,SELECT,transactions,18,7,405.49,56.06,50.06,162,0,1,0,17,40.9,3,1,1,Mauvais Index,9,0.3212799052859186,0.5382864014699574,0.086368345,0.33918497,1,1,0,0
DB07245,3/14/2025 21:23,DB-CORE,app_user,DELETE,customers,64,27,516.47,58.53,63.13,273,0,1,0,23,56.98,40,1,1,Mauvais Index,9,0.3212533273505937,0.5364326732479843,0.05691922,0.3704081,1,1,0,0
DB09507,6/28/2025 6:47,DB-CORE,report_user,SELECT,customers,80,18,211.99,37.88,48.83,1089,1,0,1,22,57.54,30,0,1,Deadlock,9,0.32090402224836073,0.5915271365397371,0.10507326,0.26611167,1,1,0,0
DB08760,3/14/2025 0:02,DB01,admin,DELETE,customers,113,41,349.83,46.86,52.35,944,1,0,1,29,63.59,24,0,1,Deadlock,9,0.32088026835560707,0.5280295590770218,0.14380722,0.29080403,2,1,1,0
DB06898,2/2/2025 23:24,DB-PAY,admin,SELECT,audit_logs,163,72,270.42,44.45,48.56,539,1,0,1,23,56.31,128,0,1,Deadlock,9,0.3208103308684554,0.6281633912345548,0.08609435,0.24817325,1,1,0,0
DB07725,3/16/2025 19:11,DB-CORE,admin,SELECT,audit_logs,60,20,211.31,40.51,45.11,843,1,0,1,22,48.54,31,0,1,Deadlock,9,0.32072651453141376,0.5297061597503425,0.05832722,0.37414616,1,1,0,0
DB12911,5/9/2025 6:59,DB-PAY,app_user,INSERT,customers,95,38,183.58,37.91,36.31,473,1,0,1,20,53.76,58,0,1,Deadlock,9,0.3204171326927436,0.44641534750821954,0.059485115,0.45535094,1,1,0,0
DB05317,6/26/2025 11:24,DB01,etl_user,DELETE,audit_logs,630,52,291.25,47.12,31.6,139,0,1,0,25,54.58,37,1,1,Mauvais Index,9,0.3203369789349562,0.5988400617323895,0.17131247,0.19085841,2,1,1,0
DB09025,5/22/2025 5:36,DB01,etl_user,UPDATE,accounts,470,9,256.96,41.71,40.69,125,0,1,0,25,66.31,10,1,1,Mauvais Index,9,0.32032834525140713,0.577729658342379,0.1308078,0.25244758,2,1,1,0
DB13428,5/27/2025 20:19,DB01,etl_user,DELETE,cards,40,18,281.11,51.84,41.29,681,1,0,1,28,58.83,26,0,1,Deadlock,9,0.3202833445959374,0.4745389929691208,0.097981654,0.3883294,1,1,0,0
DB00268,6/3/2025 7:15,DB01,admin,SELECT,customers,198,80,744.03,49.66,58.89,128,0,1,0,21,61.75,120,1,1,Mauvais Index,9,0.3199425941095026,0.6882501931146597,0.07708987,0.19448772,1,1,0,0
DB09338,7/10/2025 3:57,DB01,report_user,DELETE,transactions,99,29,236.27,32.75,47.45,567,1,0,1,20,52.5,27,0,1,Deadlock,9,0.3196308672011814,0.5255175633969669,0.0542785,0.37909654,1,1,0,0
DB09214,4/11/2025 5:45,DB02,admin,SELECT,audit_logs,390,24,301.64,32.4,46.7,174,0,1,0,20,54.95,38,1,1,Mauvais Index,9,0.31957025463219796,0.589812446678767,0.06599043,0.30290788,1,1,0,0
DB13155,6/9/2025 6:52,DB02,report_user,INSERT,fraud_alerts,67,7,134.02,44.76,49.84,1013,1,0,1,20,54.68,4,0,1,Deadlock,9,0.31953680067515666,0.5243449076788513,0.09812546,0.33614004,1,1,0,0
DB03489,3/28/2025 23:39,DB-CORE,etl_user,SELECT,loans,126,3,412.44,48.66,55.08,120,0,1,0,22,51.91,3,1,1,Mauvais Index,9,0.31951877551931135,0.463722246219456,0.062160686,0.4326734,1,1,0,0
DB07011,5/23/2025 18:26,DB02,app_user,UPDATE,audit_logs,128,34,487.29,66.63,72.06,212,0,1,0,28,78.92,32,1,1,Mauvais Index,9,0.31950703930155594,0.6466155848293351,0.14699595,0.16490959,2,1,1,0
DB07814,6/9/2025 17:13,DB-PAY,report_user,SELECT,loans,107,3,160.47,47.28,57.72,231,0,0,1,42,100.0,4,1,1,Saturation connexions,9,0.3194787374396711,0.42214630060183683,0.036230247,0.50005966,1,1,0,0
DB08255,6/14/2025 3:38,DB-PAY,report_user,UPDATE,customers,39,2,282.65,48.57,38.8,738,1,0,1,28,66.11,3,0,1,Deadlock,9,0.3194748471775613,0.5399580219682937,0.049880575,0.36858594,1,1,0,0
DB07202,5/14/2025 4:32,DB-CORE,app_user,INSERT,transactions,62,25,230.22,49.42,46.77,490,1,0,1,24,60.26,43,0,1,Deadlock,9,0.31914681731902766,0.42655871180424704,0.06259275,0.468289,1,1,0,0
DB03067,2/11/2025 9:28,DB-PAY,app_user,SELECT,audit_logs,139,65,294.3,45.88,56.33,606,1,0,1,27,54.92,85,0,1,Deadlock,9,0.31858779262597725,0.5294365516631414,0.111675486,0.31465134,1,1,0,0
DB02198,6/9/2025 16:51,DB-PAY,report_user,UPDATE,accounts,515,34,433.89,48.52,44.91,152,0,1,0,22,60.17,22,1,1,Mauvais Index,9,0.31855172748533517,0.5853400777330288,0.04526946,0.32504565,1,1,0,0
DB06084,3/23/2025 22:26,DB-PAY,admin,INSERT,accounts,130,24,226.88,44.72,46.62,875,1,0,1,18,36.92,16,0,1,Deadlock,9,0.31850068764426204,0.5889442860048381,0.0735611,0.29299667,1,1,0,0
DB01535,4/12/2025 3:14,DB02,app_user,SELECT,cards,85,12,235.08,51.33,48.71,943,1,0,1,30,73.02,17,0,1,Deadlock,9,0.3184228601845203,0.49073166408899377,0.056237947,0.40829897,1,1,0,0
DB01559,2/10/2025 14:15,DB-PAY,admin,UPDATE,fraud_alerts,164,39,176.93,48.27,46.16,959,1,0,1,28,74.24,43,0,1,Deadlock,9,0.318219302590017,0.5290951087931529,0.05016288,0.37539992,1,1,0,0
DB11503,3/14/2025 11:21,DB-PAY,admin,DELETE,fraud_alerts,67,10,320.69,57.67,59.04,196,0,1,0,22,63.21,5,1,1,Mauvais Index,9,0.31767715873011154,0.4438991877939762,0.045519255,0.46361303,1,1,0,0
DB02900,5/5/2025 2:05,DB-CORE,admin,INSERT,transactions,330,9,317.56,45.98,51.62,191,0,1,0,35,87.51,11,1,1,Mauvais Index,9,0.3176618679599442,0.6052487833012575,0.07769601,0.2700408,1,1,0,0
DB07538,7/13/2025 1:21,DB02,admin,DELETE,cards,137,47,155.13,46.36,49.75,1104,1,0,1,25,74.55,91,0,1,Deadlock,9,0.3174383578736349,0.6602820420380724,0.06373052,0.22830251,1,1,0,0
DB11250,5/16/2025 12:33,DB-PAY,admin,SELECT,accounts,1,0,278.72,57.23,51.41,171,0,1,0,30,85.46,0,1,1,Mauvais Index,9,0.31729980484609427,0.5567454748143144,0.066910535,0.3282434,1,1,0,0
DB02109,3/9/2025 19:26,DB-PAY,app_user,DELETE,accounts,56,27,186.37,44.03,61.26,1021,1,0,1,26,68.4,49,0,1,Deadlock,9,0.31702410720800056,0.5985572574441044,0.09571948,0.2567956,1,1,0,0
DB13567,5/6/2025 9:51,DB01,report_user,SELECT,payment_history,29,12,385.56,64.83,54.11,257,0,1,0,24,57.06,9,1,1,Mauvais Index,9,0.3169747992952649,0.4843410714268638,0.052951112,0.4136322,1,1,0,0
DB03197,4/8/2025 13:04,DB-PAY,etl_user,DELETE,fraud_alerts,105,12,194.86,47.54,48.04,1123,1,0,1,19,47.34,7,0,1,Deadlock,9,0.3169376619489593,0.5260958873723753,0.067109704,0.3576074,1,1,0,0
DB08044,3/13/2025 9:47,DB02,admin,INSERT,accounts,53,6,601.46,69.32,48.03,171,0,1,0,26,60.09,3,1,1,Mauvais Index,9,0.3167853318001317,0.6410528905229231,0.07561563,0.23368748,1,1,0,0
DB02986,2/3/2025 1:24,DB02,etl_user,INSERT,loans,61,26,424.12,45.28,53.3,175,0,1,0,18,50.22,17,1,1,Mauvais Index,9,0.31668279025143986,0.47037894511778966,0.05607966,0.42358977,1,1,0,0
DB03108,6/9/2025 0:32,DB-CORE,report_user,UPDATE,fraud_alerts,94,11,218.13,40.29,45.86,1109,1,0,1,20,45.31,6,0,1,Deadlock,9,0.3165426909755581,0.6383095487448315,0.08828122,0.2230373,1,1,0,0
DB01623,5/7/2025 9:06,DB-PAY,admin,INSERT,accounts,156,63,89.42,46.39,52.03,321,0,0,1,33,96.9,119,1,1,Saturation connexions,9,0.31605883853636485,0.5533573416472167,0.05773631,0.33708286,1,1,0,0
DB06273,7/2/2025 18:52,DB-PAY,etl_user,SELECT,audit_logs,13,2,221.18,48.88,56.34,765,1,0,1,22,49.89,3,0,1,Deadlock,9,0.3157676975866161,0.48362194625735344,0.07716663,0.3865145,1,1,0,0
DB04447,3/3/2025 7:45,DB-PAY,report_user,DELETE,audit_logs,149,12,221.56,47.18,51.36,1019,1,0,1,26,67.51,19,0,1,Deadlock,9,0.31504174722068495,0.5184772618959245,0.05583762,0.37081036,1,1,0,0
DB04475,3/5/2025 11:14,DB-CORE,report_user,INSERT,cards,46,2,672.0,71.49,58.0,197,0,1,0,30,70.48,3,1,1,Mauvais Index,9,0.31481592116799856,0.640285019071308,0.040930275,0.26323247,1,1,0,0
DB11125,3/13/2025 21:48,DB01,admin,INSERT,accounts,94,37,476.34,43.66,68.82,175,0,1,0,30,88.98,25,1,1,Mauvais Index,9,0.3145783488564938,0.6285799129644779,0.13918227,0.17597286,2,1,1,0
DB04131,4/29/2025 23:39,DB01,report_user,SELECT,customers,106,31,222.22,54.46,56.65,684,1,0,1,27,70.65,27,0,1,Deadlock,9,0.31402830511336216,0.4335940138997045,0.037034374,0.47145653,1,1,0,0
DB08095,6/7/2025 1:59,DB-CORE,etl_user,DELETE,transactions,86,28,240.15,53.33,63.15,119,0,1,0,20,59.67,30,1,1,Mauvais Index,9,0.3136658795160756,0.5072072230227904,0.08583444,0.34795597,1,1,0,0
DB13047,5/21/2025 20:23,DB-CORE,app_user,UPDATE,cards,72,24,316.93,48.59,48.83,224,0,1,0,28,69.59,34,1,1,Mauvais Index,9,0.3136302191930776,0.4691296469920174,0.07933124,0.39242977,1,1,0,0
DB03786,3/30/2025 21:04,DB01,report_user,INSERT,customers,96,27,483.64,76.21,68.34,159,0,1,0,25,61.88,29,1,1,Mauvais Index,9,0.313081010858047,0.5478089442247986,0.13582177,0.2556123,2,1,1,0
DB12830,7/8/2025 0:13,DB01,etl_user,UPDATE,loans,88,3,146.55,49.31,44.2,923,1,0,1,32,89.67,5,0,1,Deadlock,9,0.3129988045459054,0.5306470747187918,0.042753402,0.36559594,1,1,0,0
DB07335,7/6/2025 11:18,DB-CORE,report_user,SELECT,cards,29,1,121.16,40.96,38.0,479,1,0,1,23,62.34,1,0,1,Deadlock,9,0.31299337604126487,0.4977690311813699,0.07666247,0.36454862,1,1,0,0
DB12241,4/18/2025 8:37,DB-PAY,admin,UPDATE,payment_history,165,64,249.79,47.14,44.19,408,1,0,1,26,72.9,91,0,1,Deadlock,9,0.31241236101739916,0.5579711339221392,0.06420265,0.3150633,1,1,0,0
DB02361,2/17/2025 13:28,DB01,etl_user,UPDATE,accounts,20,2,173.54,36.99,46.47,1012,1,0,1,20,57.63,1,0,1,Deadlock,9,0.31229165271489506,0.615647526847383,0.15614505,0.16508238,2,1,1,0
DB00968,5/26/2025 16:13,DB-CORE,admin,SELECT,loans,122,29,742.91,49.29,61.39,134,0,1,0,24,59.42,21,1,1,Mauvais Index,9,0.31226156862056526,0.5671028632365546,0.09260327,0.27707857,1,1,0,0
DB05588,3/2/2025 14:42,DB-PAY,app_user,INSERT,customers,213,53,607.25,62.4,53.24,165,0,1,0,25,62.02,90,1,1,Mauvais Index,9,0.31208631964284234,0.5526456556248084,0.07281293,0.31080037,1,1,0,0
DB13369,4/2/2025 23:00,DB-CORE,app_user,UPDATE,loans,39,6,238.09,41.8,58.1,399,1,0,1,36,90.77,8,0,1,Deadlock,9,0.3116515021163648,0.5685153650159912,0.08503429,0.28140485,1,1,0,0
DB04549,3/13/2025 19:48,DB-CORE,app_user,DELETE,customers,28,7,136.42,58.78,49.28,226,0,0,1,34,100.0,6,1,1,Saturation connexions,9,0.3116130466428583,0.43021705304598373,0.044431284,0.4601908,1,1,0,0
DB10100,5/31/2025 17:20,DB02,app_user,DELETE,fraud_alerts,450,31,199.26,40.93,55.4,108,0,1,0,17,44.3,18,1,1,Mauvais Index,9,0.3111243294338623,0.558857201534581,0.13269354,0.24182224,2,1,1,0
