Event_id,Timestamp,Src_ip,Dst_ip,Src_port,Dst_port,Protocol,Action,Bytes_sent,Bytes_received,Packet_count,Connection_duration_sec,Firewall_rule_id,Rule_action,Network_zone_src,Network_zone_dst,Latency_ms,Packet_loss_pct,Cpu_usage_fw_pct,Memory_usage_fw_pct,Concurrent_connections,Nat_translation,is_anomaly,Anomaly_type,Risk,composite_score,IF_score,AE_score,LSTM_score,ensemble_votes,IF_anomaly,AE_anomaly,LSTM_anomaly
FW-20250704-0MXRAQY9,7/4/2025 22:07,185.238.204.161,10.151.50.91,4603,47192,UDP,DENY,11461,24970,72,23.86,RULE-3420,drop,vpn,internal,9.41,0.38,10.11,36.69,14,True,1,Port inhabituel,8,0.4025105194573066,0.884371178246874,0.066883,0.25627738,1,1,0,0
FW-20250513-2Z49LPDO,5/13/2025 8:11,185.190.3.35,185.100.124.181,63235,0,ICMP,ALLOW,14403,12112,53,7.62,RULE-3320,accept,external,vpn,16.33,0.0,13.33,30.13,20,False,0,Normal,0,0.20154834605836217,0.265497643652062,0.017463153,0.32168424,0,0,0,0
FW-20250204-OTAEPABH,2/4/2025 0:52,10.199.16.112,10.8.180.164,18159,25,TCP,ALLOW,11825,13958,51,12.81,RULE-4517,accept,management,internal,26.41,0.11,23.59,39.24,3,False,0,Normal,0,0.13473739186420064,0.07681879094225233,0.009742262,0.31765112,0,0,0,0
FW-20250221-CNT2K7D2,2/21/2025 10:28,10.228.16.157,185.173.133.187,12190,0,ICMP,ALLOW,2121174,9485,15365,0.1,RULE-6189,accept,management,vpn,716.23,0.59,92.14,97.07,6314,False,1,DDoS,10,0.46609797176076045,0.8298367886648498,0.09245169,0.47600543,1,1,0,0
FW-20250201-A8CMFV5U,2/1/2025 4:00,10.55.21.55,185.250.206.199,39495,53,UDP,ALLOW,12463,13853,52,6.21,RULE-4956,accept,internal,cloud,29.4,1.06,14.48,30.82,22,True,1,Comportement anormal,4,0.290657993924515,0.2653839966934818,0.011296582,0.5952934,1,0,0,1
FW-20250504-ZQRRJBOS,5/4/2025 1:00,185.120.11.41,10.75.82.100,20820,0,ICMP,ALLOW,8406,21569,59,14.72,RULE-1752,accept,cloud,internal,22.48,0.59,19.01,38.45,4,False,0,Normal,0,0.22383367610577887,0.17817692734611473,0.018574446,0.47474965,0,0,0,0
FW-20250505-RVNTO9L8,5/5/2025 10:18,10.163.148.253,185.52.81.8,38894,80,TCP,ALLOW,1801,16523,36,8.66,RULE-7448,accept,management,external,33.24,1.56,25.26,31.77,6,False,0,Normal,0,0.193311484203352,0.09810340772006954,0.014867545,0.4669635,0,0,0,0
FW-20250608-5CCW45F0,6/8/2025 5:32,185.16.84.238,10.42.56.27,34772,53,UDP,DENY,11218,9722,41,5.22,RULE-9540,drop,external,internal,23.81,0.0,21.95,28.87,8,False,0,Normal,0,0.2876582903555291,0.3542047386292389,0.011944527,0.4968256,0,0,0,0
FW-20250302-AVQUWB52,3/2/2025 2:58,10.90.152.82,185.162.234.99,3889,8080,TCP,ALLOW,1824289,18043,17684,10.98,RULE-6546,accept,management,vpn,484.53,0.51,95.61,80.06,9230,False,1,DDoS,10,0.4197333363366386,0.7932528801775754,0.11721978,0.34872735,2,1,1,0
FW-20250305-VE29WX3L,3/5/2025 14:44,185.254.175.12,185.46.175.4,15836,53,UDP,ALLOW,13333,14523,55,9.52,RULE-1479,accept,external,cloud,22.76,0.64,19.22,24.89,25,False,0,Normal,0,0.1784067791308485,0.23686311656028702,0.0067102932,0.29164693,0,0,0,0
FW-20250527-B2A3C6H6,5/27/2025 14:42,10.2.204.69,172.16.204.243,49316,22,TCP,ALLOW,8202,8611,33,9.18,RULE-8021,accept,management,dmz,14.63,0.42,17.93,34.17,3,False,0,Normal,0,0.11156104039255682,0.05080708162423682,0.004253723,0.27962232,0,0,0,0
FW-20250206-B8CR6I99,2/6/2025 9:01,185.47.30.232,185.214.225.220,36767,80,TCP,ALLOW,3750652,20015,7823,20.0,RULE-6727,accept,cloud,cloud,492.3,0.94,94.89,91.91,15585,False,1,DDoS,10,0.4183796434576103,0.8164435927494732,0.05524483,0.3834505,1,1,0,0
FW-20250228-5WTY9JMK,2/28/2025 15:23,172.16.171.125,10.3.157.214,59897,8080,TCP,ALLOW,10506,13862,48,9.67,RULE-6446,accept,dmz,management,13.07,0.2,11.9,34.13,5,False,1,Comportement anormal,4,0.23650942687274346,0.1336709784442582,0.008776268,0.56708103,1,0,0,1
FW-20250220-XS7AUCWW,2/20/2025 4:44,172.16.217.22,185.2.209.162,24617,37693,TCP,DENY,12057,2202,28,5.55,RULE-2051,drop,dmz,cloud,22.85,0.0,24.18,35.35,1,False,1,Port inhabituel,8,0.312082875502478,0.5519595555435745,0.03345819,0.35083088,1,1,0,0
FW-20250217-HSK9QJU9,2/17/2025 0:49,185.203.87.13,185.72.65.38,12741,0,ICMP,ALLOW,8331,11605,39,8.21,RULE-3249,accept,external,cloud,26.91,0.85,27.89,37.68,15,False,0,Normal,0,0.20216503063758964,0.18087989486517778,0.010903632,0.41471156,0,0,0,0
FW-20250517-2JZU61DU,5/17/2025 2:11,172.16.171.149,185.228.43.192,21731,0,ICMP,ALLOW,12860,13230,52,5.33,RULE-8815,accept,dmz,cloud,17.39,0.2,12.96,27.69,10,False,0,Normal,0,0.1306990652769985,0.1546504937455601,0.006033904,0.2314128,0,0,0,0
FW-20250325-O5Z75PGY,3/25/2025 10:27,172.16.173.62,172.16.149.246,32787,53,UDP,ALLOW,20892,10627,63,12.84,RULE-7436,accept,dmz,dmz,31.5,0.8,17.04,25.31,11,False,0,Normal,0,0.14800229413154364,0.22828485515989783,0.005167681,0.21055435,0,0,0,0
FW-20250425-VM0HZMHY,4/25/2025 8:50,10.140.209.88,10.128.103.176,2794,22,TCP,ALLOW,16087,6901,45,13.31,RULE-5259,accept,management,management,29.65,1.16,22.91,37.34,11,False,0,Normal,0,0.10008119409451173,0.15330291323868298,0.010889998,0.13605067,0,0,0,0
FW-20250704-0YBEYXRD,7/4/2025 5:55,10.224.41.16,185.35.168.194,26572,22,TCP,ALLOW,6806,29271,72,13.93,RULE-7573,accept,management,external,25.08,1.38,25.15,33.87,20,False,0,Normal,0,0.13654222385183737,0.24133940550970337,0.018920917,0.14936635,0,0,0,0
FW-20250608-VMC72MKI,6/8/2025 2:40,10.53.37.7,185.101.121.76,33578,0,ICMP,ALLOW,12992,7183,40,10.77,RULE-3349,accept,management,external,15.85,0.42,14.13,26.24,6,False,0,Normal,0,0.09532073395579006,0.11973336686205704,0.0074414057,0.15878743,0,0,0,0
FW-20250313-P9SED41D,3/13/2025 14:57,185.51.110.76,185.146.8.134,34807,80,TCP,ALLOW,11191,2180,26,2.4,RULE-6617,accept,vpn,vpn,21.83,0.59,22.21,32.36,1,True,0,Normal,0,0.1274486043518184,0.20361007909190612,0.009319545,0.16941619,0,0,0,0
FW-20250507-CZLGNJGR,5/7/2025 15:53,10.214.76.201,10.215.172.139,61537,443,TCP,ALLOW,8804,10325,38,5.56,RULE-5032,accept,management,management,15.27,0.42,16.79,26.38,1,False,0,Normal,0,0.09675007446317012,0.1093073538771461,0.0033465687,0.1775963,0,0,0,0
FW-20250605-P7FN2JK9,6/5/2025 17:02,10.159.66.221,10.246.223.220,6852,22,TCP,ALLOW,6372,18305,49,11.12,RULE-3822,accept,management,internal,34.12,0.57,33.47,31.43,29,False,0,Normal,0,0.11510926285289076,0.15897856053418957,0.011731848,0.17461738,0,0,0,0
FW-20250516-4XF2J1LS,5/16/2025 4:59,185.186.205.77,172.16.72.247,26389,25,TCP,ALLOW,7949,15571,47,8.44,RULE-3812,accept,external,dmz,17.65,0.67,14.91,33.34,3,False,0,Normal,0,0.051881209891013726,0.026785852684743476,0.0043464457,0.12451133,0,0,0,0
FW-20250621-0PA08P2Y,6/21/2025 19:01,172.16.30.141,185.91.189.44,23450,53,UDP,ALLOW,3949,3663,15,2.1,RULE-8194,accept,dmz,vpn,26.93,0.55,25.75,25.98,2,False,0,Normal,0,0.14971905651514908,0.3206888665355796,0.0047807004,0.1236876,0,0,0,0
FW-20250521-DMXSX5RU,5/21/2025 12:08,10.188.140.214,185.171.187.79,40606,0,ICMP,ALLOW,4129,17619,43,13.91,RULE-5598,accept,internal,external,21.19,0.44,21.14,27.85,4,True,0,Normal,0,0.13227724368219493,0.17761111931413162,0.0045859846,0.21463463,0,0,0,0
FW-20250313-AJVGJ1EL,3/13/2025 9:57,185.22.202.61,10.210.24.189,59675,5432,TCP,ALLOW,11104,11953,46,9.68,RULE-5886,accept,cloud,internal,877.24,9.22,92.45,32.53,1,False,1,Latence / Perte paquet,10,0.23471750754972923,0.4331058171051928,0.016436942,0.25460976,1,1,0,0
FW-20250319-JHV3YB81,3/19/2025 12:31,172.16.232.209,172.16.248.21,54779,443,TCP,ALLOW,14638,8520,46,6.8,RULE-4940,accept,dmz,dmz,24.51,0.0,21.37,35.67,7,False,0,Normal,0,0.12028384151139097,0.06685582934553136,0.009672569,0.28432313,0,0,0,0
FW-20250522-1DJSRG7B,5/22/2025 21:57,185.207.95.160,172.16.248.172,64460,738,TCP,DENY,18679,7810,20,0.37,RULE-3171,drop,cloud,dmz,18.41,0.28,25.79,27.81,1,False,1,Comportement anormal,4,0.25706089404587407,0.46192255965961393,0.034017883,0.27524224,1,1,0,0
FW-20250413-1OO37PRP,4/13/2025 19:43,10.83.196.67,185.26.218.197,38293,8080,TCP,ALLOW,3446,30415,67,7.65,RULE-2264,accept,management,cloud,20.17,1.19,16.7,34.55,17,False,0,Normal,0,0.1956912608267928,0.3126037698453858,0.038354006,0.236116,0,0,0,0
FW-20250605-7J4WC0QZ,6/5/2025 21:00,185.121.174.124,10.120.60.177,61156,25,TCP,ALLOW,14722,11761,52,5.39,RULE-4867,accept,vpn,management,23.71,1.2,18.23,32.23,9,True,0,Normal,0,0.1096986288219437,0.16663761567763835,0.0059161335,0.15654214,0,0,0,0
FW-20250327-42PMGA4Y,3/27/2025 21:43,10.241.50.171,10.36.224.214,23481,53,UDP,ALLOW,22450,5016,54,13.05,RULE-5076,accept,management,internal,21.42,0.57,23.49,27.71,5,False,0,Normal,0,0.15177943984244238,0.2596062177292696,0.0072895736,0.18844253,0,0,0,0
FW-20250419-LUKJ6PJY,4/19/2025 10:55,185.57.39.175,185.94.79.127,63035,22,TCP,ALLOW,11801,4837,33,11.36,RULE-8716,accept,cloud,external,17.17,0.66,15.97,33.77,9,False,0,Normal,0,0.1132702643406675,0.11922237250425988,0.0029185312,0.21766989,0,0,0,0
FW-20250428-KSS8HWCI,4/28/2025 12:53,172.16.168.177,10.7.55.112,35311,80,TCP,ALLOW,1444,7779,18,4.43,RULE-4525,accept,dmz,internal,24.75,0.8,25.85,24.15,1,False,0,Normal,0,0.09719592083982886,0.10149889926775581,0.0029510509,0.18713781,0,0,0,0
FW-20250205-YVHGB69D,2/5/2025 6:42,185.103.147.45,185.122.71.245,6379,80,TCP,ALLOW,13673,18809,64,12.28,RULE-8899,accept,cloud,cloud,27.84,0.65,22.79,37.59,27,False,0,Normal,0,0.10970239924080542,0.19085838810912878,0.009206899,0.12904191,0,0,0,0
FW-20250425-HKQ67ZRX,4/25/2025 19:42,185.133.41.138,10.185.16.170,55257,53,UDP,ALLOW,11954,7020,37,4.62,RULE-8338,accept,vpn,internal,20.3,0.36,22.63,30.29,17,True,0,Normal,0,0.15165095069358672,0.25880344512611403,0.0057549905,0.19039442,0,0,0,0
FW-20250616-I3JODPI0,6/16/2025 15:47,185.69.47.37,185.45.154.118,62385,5432,TCP,ALLOW,11239,17584,57,13.03,RULE-6495,accept,cloud,external,375.39,7.12,91.87,28.5,1,False,0,Normal,0,0.2565110503357076,0.4075644027356576,0.09252455,0.2694442,0,0,0,0
FW-20250302-UFFNRW5W,3/2/2025 16:30,10.124.161.132,185.125.50.42,59843,0,ICMP,ALLOW,2024,2856,9,1.61,RULE-8419,accept,internal,cloud,17.27,0.61,17.79,37.06,1,True,0,Normal,0,0.252655797856633,0.3283101457210903,0.013381687,0.41627556,0,0,0,0
FW-20250704-WVWM1SHZ,7/4/2025 17:11,185.147.6.213,10.252.55.175,35138,443,TCP,ALLOW,2052,17473,39,2.39,RULE-2226,accept,cloud,management,19.63,0.0,16.2,33.11,1,False,0,Normal,0,0.18147188610348738,0.10872497592907056,0.011301797,0.4243889,0,0,0,0
FW-20250311-JFMFGTZE,3/11/2025 1:38,185.31.60.32,10.30.232.18,27533,80,TCP,ALLOW,15466,17612,66,22.07,RULE-4613,accept,external,internal,1453.47,24.31,97.29,38.71,1,False,1,Latence / Perte paquet,10,0.4018200156268022,0.5941390669871991,0.11642445,0.49489653,2,1,1,0
FW-20250410-DMBZJZ20,4/10/2025 19:05,185.248.203.138,10.242.44.55,29567,443,TCP,ALLOW,12752,4803,35,12.79,RULE-4391,accept,vpn,management,23.55,0.07,29.82,32.28,8,True,0,Normal,0,0.22017245388684503,0.16802693595462534,0.0100964755,0.48239395,0,0,0,0
FW-20250204-3E7UAFW0,2/4/2025 22:05,185.61.172.16,172.16.248.117,43552,22,TCP,ALLOW,12614,16706,58,4.21,RULE-9467,accept,vpn,dmz,22.44,1.0,20.52,31.02,11,True,0,Normal,0,0.17660011057956923,0.1335684028984281,0.0099683795,0.38626355,0,0,0,0
FW-20250701-D5OJM8EP,7/1/2025 1:40,185.230.61.20,185.250.95.60,15160,0,ICMP,ALLOW,7714,8804,33,12.74,RULE-9579,accept,external,vpn,27.88,0.2,21.33,30.8,1,False,0,Normal,0,0.16712210323220303,0.15408959786015183,0.011872942,0.33540377,0,0,0,0
FW-20250312-ZP6N1ZBL,3/12/2025 5:52,10.195.163.32,10.227.158.77,63463,443,TCP,ALLOW,7761,13145,41,7.56,RULE-3069,accept,management,internal,20.7,1.1,17.49,32.61,1,False,0,Normal,0,0.15740828782639643,0.10909666377147259,0.005780443,0.35734776,0,0,0,0
FW-20250705-SB3ZSTPJ,7/5/2025 4:08,185.232.16.219,10.63.219.24,39991,22,TCP,DENY,1539,100,3,0.48,RULE-7739,drop,external,internal,20.24,0.0,24.37,31.14,1,False,0,Normal,0,0.20034227889031794,0.4031276478246041,0.02020758,0.17769161,0,0,0,0
FW-20250708-DPHGTCKO,7/8/2025 10:15,10.201.97.211,185.204.114.24,28623,53,UDP,ALLOW,8918,6457,30,0.1,RULE-8940,accept,management,external,19.21,1.28,29.13,37.31,18,False,0,Normal,0,0.16457970603488328,0.25547319208629254,0.022312174,0.21595375,0,0,0,0
FW-20250519-5FYD3XHJ,5/19/2025 8:23,10.153.16.132,185.154.71.42,48752,0,ICMP,ALLOW,23030,19381,84,15.36,RULE-2559,accept,internal,external,32.62,0.47,22.86,29.38,14,True,0,Normal,0,0.17327053915115323,0.3207361933410801,0.0059383744,0.19313705,0,0,0,0
FW-20250328-UNMNDZS8,3/28/2025 23:59,172.16.104.23,185.25.138.200,7955,0,ICMP,ALLOW,16998,100,34,12.3,RULE-3967,accept,dmz,vpn,26.01,1.42,26.11,35.94,14,False,0,Normal,0,0.2109804028865326,0.3386786578883614,0.029496305,0.26476625,0,0,0,0
FW-20250712-D2X9854S,7/12/2025 2:44,172.16.168.36,172.16.13.209,14421,5432,TCP,ALLOW,9364,10753,40,12.16,RULE-1880,accept,dmz,dmz,17.94,0.35,24.24,21.91,1,False,0,Normal,0,0.13448973693775698,0.13448289069019453,0.0069073197,0.262079,0,0,0,0
FW-20250310-MJWGNNGO,3/10/2025 12:46,185.50.2.57,185.7.104.108,58122,25,TCP,ALLOW,13482,15927,58,11.85,RULE-2036,accept,cloud,vpn,24.97,0.33,24.01,24.51,10,False,0,Normal,0,0.1513210077033592,0.17134720875208168,0.007903073,0.27471274,0,0,0,0
FW-20250408-1LVPL4ED,4/8/2025 6:22,10.200.178.30,10.168.129.102,60970,355,TCP,DENY,11819,14152,4,1.24,RULE-7758,drop,management,internal,20.38,0.0,22.59,29.12,7,False,0,Normal,0,0.20922585255953807,0.3613454435632569,0.015791768,0.25054035,0,0,0,0
FW-20250406-VQ3WCCAK,4/6/2025 1:24,185.248.108.188,185.114.63.239,17204,5432,TCP,ALLOW,6947,12835,39,11.99,RULE-4609,accept,external,vpn,24.52,0.0,23.83,33.31,16,False,0,Normal,0,0.11920394306863408,0.11009587699130359,0.009350812,0.23816514,0,0,0,0
FW-20250513-PKXYZQPJ,5/13/2025 13:20,10.151.126.114,172.16.219.169,60049,53,UDP,ALLOW,1511,14677,32,6.69,RULE-1019,accept,management,dmz,19.48,0.65,15.77,29.96,13,False,0,Normal,0,0.15673338574236517,0.24135178650366917,0.008243012,0.22060536,0,0,0,0
FW-20250619-TAB0290E,6/19/2025 6:51,10.70.220.94,185.107.139.222,36723,0,ICMP,ALLOW,12787,17005,59,9.04,RULE-1873,accept,management,vpn,34.03,0.0,26.09,31.39,1,False,0,Normal,0,0.1462264735272042,0.20803001635387897,0.022586904,0.2080625,0,0,0,0
FW-20250506-BV3BGVLF,5/6/2025 14:39,172.16.136.60,185.99.248.89,40173,3306,TCP,ALLOW,10071,15878,51,8.61,RULE-8470,accept,dmz,cloud,23.19,1.84,16.25,29.35,30,False,0,Normal,0,0.11961799944243424,0.14046232841317635,0.026014743,0.19237693,0,0,0,0
FW-20250325-3GBL1VTR,3/25/2025 4:59,172.16.119.24,185.127.181.172,24305,443,TCP,ALLOW,13722,265,27,3.52,RULE-6048,accept,dmz,external,11.97,0.85,20.02,33.88,4,False,0,Normal,0,0.11267608230125474,0.13421202394549747,0.0057867495,0.19802947,0,0,0,0
FW-20250201-KUHEZ1MS,2/1/2025 2:37,172.16.12.238,172.16.23.50,13263,22,TCP,ALLOW,17523,9690,54,5.9,RULE-5257,accept,dmz,dmz,27.46,0.0,26.87,28.76,13,False,0,Normal,0,0.08813221411836623,0.08122739849783418,0.010727255,0.17244199,0,0,0,0
FW-20250621-OHCEMNNL,6/21/2025 20:52,10.227.10.250,185.52.98.226,27908,8080,TCP,ALLOW,6754,1269,16,8.08,RULE-4889,accept,management,external,20.24,0.0,16.46,36.99,3,False,0,Normal,0,0.10664794239172493,0.17914333619979483,0.019048043,0.12175245,0,0,0,0
FW-20250630-ZZF7T77A,6/30/2025 17:35,185.83.193.2,172.16.116.200,8280,0,ICMP,ALLOW,6787,17146,47,5.71,RULE-3968,accept,vpn,dmz,22.87,0.0,16.23,32.26,1,True,0,Normal,0,0.09988189489588324,0.23432544062868313,0.010819478,0.054500766,0,0,0,0
FW-20250626-BJEKBPU1,6/26/2025 21:38,172.16.209.205,185.150.159.98,55476,0,ICMP,ALLOW,10217,16562,53,1.76,RULE-9486,accept,dmz,vpn,33.98,1.35,22.39,25.81,24,False,0,Normal,0,0.1472581710299769,0.2600974938663599,0.014351642,0.16732538,0,0,0,0
FW-20250706-ZKOYBDLJ,7/6/2025 7:03,185.110.30.243,185.39.209.150,63183,0,ICMP,ALLOW,5493,12842,36,1.03,RULE-2395,accept,cloud,external,20.74,0.21,18.07,31.27,6,False,0,Normal,0,0.13329553638478042,0.1809739611172653,0.010753514,0.20815913,0,0,0,0
FW-20250618-VR7S307I,6/18/2025 22:57,10.207.6.170,172.16.12.69,29221,0,ICMP,ALLOW,1458,6050,15,0.1,RULE-5449,accept,internal,dmz,21.7,1.84,25.46,29.16,20,True,0,Normal,0,0.19746867610778604,0.2600132016469894,0.04135953,0.2910333,0,0,0,0
FW-20250309-JPF2C24F,3/9/2025 14:45,172.16.178.165,10.227.162.234,23479,53,UDP,ALLOW,8646,11808,40,8.75,RULE-4137,accept,dmz,internal,21.49,0.49,19.8,26.44,2,False,0,Normal,0,0.1634592239364877,0.15482747021835885,0.0021897382,0.33336046,0,0,0,0
FW-20250502-0DA5NR3Y,5/2/2025 21:08,10.44.88.154,172.16.162.33,56466,0,ICMP,ALLOW,10622,12146,45,13.79,RULE-5492,accept,management,dmz,26.55,0.85,26.7,25.13,15,False,0,Normal,0,0.1777703511788605,0.1920547707786138,0.0054459493,0.33581033,0,0,0,0
FW-20250407-9HOQPK6K,4/7/2025 5:02,185.170.222.130,10.14.96.243,20758,954,ICMP,DENY,18954,17341,18,0.57,RULE-5113,drop,external,management,13.06,0.0,19.24,28.82,1,False,1,Comportement anormal,4,0.26887891869413,0.46085665913424323,0.021960042,0.32382005,1,1,0,0
FW-20250305-EYXVOM6N,3/5/2025 20:24,172.16.214.236,185.78.147.9,17724,52154,TCP,DENY,6197,8055,28,0.1,RULE-5319,drop,dmz,cloud,21.3,0.57,19.53,32.46,4,False,1,Port inhabituel,8,0.28944381906740885,0.5402500859395569,0.019778492,0.30830288,1,1,0,0
FW-20250413-INEZEL90,4/13/2025 15:37,10.183.158.242,185.132.157.68,13923,3306,TCP,ALLOW,12499,5975,36,4.74,RULE-2458,accept,management,external,18.6,0.78,21.35,32.94,13,False,0,Normal,0,0.1044262350375787,0.08575933403159246,0.0008662571,0.22665311,0,0,0,0
FW-20250302-UYRKU5AJ,3/2/2025 16:17,185.211.95.209,185.239.109.19,22135,22,TCP,ALLOW,7194,8007,30,6.6,RULE-1938,accept,vpn,cloud,23.22,0.55,21.85,30.46,1,True,0,Normal,0,0.11348275454893575,0.14246858175448676,0.0035076968,0.19447199,0,0,0,0
FW-20250404-FPGN4FS9,4/4/2025 8:31,172.16.9.62,10.240.165.218,64388,22,TCP,ALLOW,14480,18814,66,12.41,RULE-7535,accept,dmz,internal,24.32,0.36,22.42,30.19,10,False,0,Normal,0,0.15104609121098145,0.11072290684548089,0.006357376,0.336058,0,0,0,0
FW-20250220-PDNWU97Z,2/20/2025 15:55,185.132.225.31,185.164.93.33,46445,5432,TCP,ALLOW,16337,20503,73,17.19,RULE-9466,accept,cloud,cloud,30.2,0.0,21.21,20.7,1,False,0,Normal,0,0.18195625993123113,0.29524399273128693,0.01840296,0.23222183,0,0,0,0
FW-20250705-RKR2KQB1,7/5/2025 0:22,185.13.97.127,185.102.204.162,21369,22,TCP,ALLOW,14178,13839,56,0.1,RULE-8386,accept,external,external,19.73,0.15,18.82,26.33,1,False,0,Normal,0,0.07986540059347937,0.06165392577946156,0.00948368,0.1684586,0,0,0,0
FW-20250626-8RFH1WTV,6/26/2025 22:58,10.22.1.199,172.16.216.188,25630,80,TCP,ALLOW,2337077,11726,8717,18.77,RULE-9435,accept,management,dmz,704.12,0.67,94.15,82.7,9164,False,1,DDoS,10,0.31837872840533793,0.6881503366699856,0.12390445,0.1430814,2,1,1,0
FW-20250618-TPU43M57,6/18/2025 8:18,185.91.92.221,185.204.226.45,51911,8080,TCP,ALLOW,2803,14228,34,1.88,RULE-5918,accept,external,cloud,21.82,0.2,29.27,32.3,13,False,0,Normal,0,0.13076968730946562,0.15800085079551285,0.022569342,0.21173887,0,0,0,0
FW-20250212-B40KXFCR,2/12/2025 23:42,185.139.109.169,185.58.10.128,48100,53,UDP,ALLOW,9306,27452,73,15.91,RULE-7697,accept,cloud,vpn,23.89,1.32,22.12,32.4,9,False,0,Normal,0,0.21976960065704998,0.36457478591032083,0.023312017,0.271422,0,0,0,0
FW-20250411-XZK2ATX3,4/11/2025 11:51,185.233.191.212,10.96.246.217,20176,53,UDP,ALLOW,6716,14455,42,14.08,RULE-1028,accept,vpn,management,24.2,0.8,24.09,33.68,12,True,0,Normal,0,0.17242168514576708,0.2703746604888783,0.005950301,0.2409401,0,0,0,0
FW-20250606-50B947ZH,6/6/2025 10:09,185.234.55.145,10.68.250.96,58529,53800,UDP,DENY,3268,8863,24,0.1,RULE-1160,drop,vpn,internal,23.72,0.58,18.55,26.86,1,True,1,Port inhabituel,8,0.3617690434218502,0.6659383919570016,0.029353494,0.39001524,1,1,0,0
FW-20250605-S3VW4J29,6/5/2025 1:25,185.117.46.52,10.22.110.95,17433,0,ICMP,ALLOW,17471,100,35,0.1,RULE-2434,accept,cloud,internal,21.43,0.96,10.77,30.81,1,False,0,Normal,0,0.2876108504209014,0.3526488946745074,0.0150385145,0.49514514,0,0,0,0
FW-20250708-Q57U9ZEX,7/8/2025 4:06,185.155.228.140,10.168.80.231,24154,53,UDP,ALLOW,11686,16852,57,13.3,RULE-7244,accept,vpn,management,29.9,0.55,22.0,31.8,16,True,0,Normal,0,0.2540948149395182,0.2851396581961794,0.003838846,0.47330594,0,0,0,0
FW-20250208-PZO58760,2/8/2025 5:45,185.181.126.223,10.184.203.153,40587,8080,TCP,ALLOW,10615,13679,48,18.13,RULE-8827,accept,external,management,1405.85,13.0,90.63,35.11,1,False,1,Latence / Perte paquet,10,0.390027238689796,0.5521731190768954,0.06681949,0.5510891,2,1,0,1
FW-20250406-3WY21T32,4/6/2025 23:12,172.16.177.215,185.219.8.248,32138,53,UDP,ALLOW,9224,6169,30,0.22,RULE-8327,accept,dmz,external,27.83,0.89,27.73,35.14,13,False,1,Comportement anormal,4,0.24512342519179878,0.183230624079433,0.0067626354,0.545377,1,0,0,1
FW-20250211-QQSM9SUN,2/11/2025 7:37,10.118.83.147,10.171.221.137,14480,53,UDP,ALLOW,4416,10935,30,13.36,RULE-4302,accept,internal,management,23.61,0.34,22.62,30.11,16,True,0,Normal,0,0.20782209881273553,0.23724853511907598,0.0071877125,0.37903005,0,0,0,0
FW-20250619-OEB8670A,6/19/2025 1:25,10.146.29.160,185.196.231.34,61416,53,UDP,ALLOW,11327,6685,36,4.71,RULE-4892,accept,management,external,20.86,0.23,13.03,28.89,14,False,0,Normal,0,0.17999827180715425,0.21326029772049263,0.013874088,0.31286043,0,0,0,0
FW-20250605-DJ32S697,6/5/2025 23:23,185.138.164.209,10.107.40.140,29120,443,TCP,ALLOW,13884,19338,66,13.84,RULE-6453,accept,cloud,management,23.34,0.49,16.13,30.03,23,False,0,Normal,0,0.1442763747739562,0.14989913527824533,0.007529291,0.2754007,0,0,0,0
FW-20250213-XTUOLJOC,2/13/2025 3:17,172.16.60.83,185.106.147.30,28723,1011,TCP,DENY,7208,12330,10,1.7,RULE-3572,drop,dmz,cloud,23.95,0.0,29.0,30.13,2,False,1,Comportement anormal,4,0.22968129458514933,0.42576477728748574,0.03160676,0.23167235,1,1,0,0
FW-20250708-HRBA5ARB,7/8/2025 15:40,10.93.80.5,10.15.167.32,64920,80,TCP,ALLOW,100,16402,33,7.34,RULE-2498,accept,internal,internal,10.72,0.6,11.54,32.95,6,True,0,Normal,0,0.13086902461097139,0.15703035013066224,0.009793674,0.22578305,0,0,0,0
FW-20250405-0EJQRDWJ,4/5/2025 22:19,185.97.118.232,185.138.97.71,34693,5432,TCP,ALLOW,9714,12047,43,16.01,RULE-5299,accept,external,external,28.27,1.23,24.15,35.58,5,False,0,Normal,0,0.12309911239889326,0.09680073842397516,0.008377689,0.2641189,0,0,0,0
FW-20250218-3JPHS886,2/18/2025 9:25,185.21.145.93,185.183.41.216,56414,443,TCP,ALLOW,1966,15387,34,2.81,RULE-1007,accept,external,external,31.46,0.61,22.57,38.02,23,False,0,Normal,0,0.09535407358305997,0.13044590194217404,0.008901885,0.14671443,0,0,0,0
FW-20250210-LJ7Q48I5,2/10/2025 16:12,185.239.67.243,10.200.149.15,61343,53,UDP,ALLOW,8633,16097,49,7.44,RULE-7357,accept,vpn,internal,26.77,0.86,15.94,24.43,24,True,0,Normal,0,0.1634139281001858,0.3128258471152699,0.015836462,0.16157947,0,0,0,0
FW-20250525-XY7GDA0I,5/25/2025 6:16,185.57.38.80,185.162.90.60,62394,8080,TCP,ALLOW,8906,7164,32,2.18,RULE-5740,accept,cloud,external,14.69,0.0,19.4,28.33,33,False,0,Normal,0,0.13653197997727318,0.22243818980211982,0.016332045,0.1708257,0,0,0,0
